source,destination,contact_start(s),contact_end(s),data_rate(bps),delay(s),link_type # Simulation starting time: 2026-01-01T00:00:00 UTC
eosat,eogs2,919402.358,919920.009,10000000000,0.057,high_dl
eogs1,eosat,921834.661,922368.981,64000,0.057,low_ul
eosat,eogs1,921834.661,922368.981,8000000,0.057,low_dl
eosat,eogs2,925230.112,925754.720,10000000000,0.057,high_dl
eogs1,eosat,927707.526,928207.151,64000,0.057,low_ul
eosat,eogs1,927707.526,928207.151,8000000,0.057,low_dl
eosat,eogs2,931063.522,931488.757,10000000000,0.057,high_dl
eogs1,eosat,933624.824,934061.304,64000,0.057,low_ul
eosat,eogs1,933624.824,934061.304,8000000,0.057,low_dl
eosat,eogs2,936913.893,937123.978,10000000000,0.057,high_dl
eogs1,eosat,939555.759,939943.597,64000,0.057,low_ul
eosat,eogs1,939555.759,939943.597,8000000,0.057,low_dl
eogs1,eosat,945461.882,945861.894,64000,0.057,low_ul
eosat,eogs1,945461.882,945861.894,8000000,0.057,low_dl
eogs1,eosat,951332.401,951792.630,64000,0.057,low_ul
eosat,eogs1,951332.401,951792.630,8000000,0.057,low_dl
eosat,eogs2,954016.694,954307.553,10000000000,0.057,high_dl
eogs1,eosat,957179.796,957696.496,64000,0.057,low_ul
eosat,eogs1,957179.796,957696.496,8000000,0.057,low_dl
eosat,eogs2,959683.116,960149.343,10000000000,0.057,high_dl
eogs1,eosat,963013.831,963549.802,64000,0.057,low_ul
eosat,eogs1,963013.831,963549.802,8000000,0.057,low_dl
eosat,eogs2,965446.853,965980.757,10000000000,0.057,high_dl
eogs1,eosat,968837.478,969347.289,64000,0.057,low_ul
eosat,eogs1,968837.478,969347.289,8000000,0.057,low_dl
eosat,eogs2,971313.031,971806.918,10000000000,0.057,high_dl
eogs1,eosat,974648.285,975098.432,64000,0.057,low_ul
eosat,eogs1,974648.285,975098.432,8000000,0.057,low_dl
eosat,eogs2,977286.944,977623.994,10000000000,0.057,high_dl
eogs1,eosat,980437.548,980827.657,64000,0.057,low_ul
eosat,eogs1,980437.548,980827.657,8000000,0.057,low_dl
eogs1,eosat,986193.755,986570.125,64000,0.057,low_ul
eosat,eogs1,986193.755,986570.125,8000000,0.057,low_dl
eogs1,eosat,991924.357,992346.324,64000,0.057,low_ul
eosat,eogs1,991924.357,992346.324,8000000,0.057,low_dl
eosat,eogs2,995203.185,995408.868,10000000000,0.057,high_dl
eogs1,eosat,997662.298,998149.435,64000,0.057,low_ul
eosat,eogs1,997662.298,998149.435,8000000,0.057,low_dl
eosat,eogs2,1001006.544,1001440.568,10000000000,0.057,high_dl
eogs1,eosat,1003438.094,1003968.249,64000,0.057,low_ul
eosat,eogs1,1003438.094,1003968.249,8000000,0.057,low_dl
eosat,eogs2,1006829.513,1007357.945,10000000000,0.057,high_dl
eogs1,eosat,1009267.415,1009797.827,64000,0.057,low_ul
eosat,eogs1,1009267.415,1009797.827,8000000,0.057,low_dl
eosat,eogs2,1012658.354,1013170.320,10000000000,0.057,high_dl
eogs1,eosat,1015151.497,1015638.791,64000,0.057,low_ul
eosat,eogs1,1015151.497,1015638.791,8000000,0.057,low_dl
eosat,eogs2,1018493.586,1018883.311,10000000000,0.057,high_dl
eogs1,eosat,1021075.041,1021497.803,64000,0.057,low_ul
eosat,eogs1,1021075.041,1021497.803,8000000,0.057,low_dl
eosat,eogs2,1024357.519,1024490.121,10000000000,0.057,high_dl
eogs1,eosat,1027003.433,1027387.970,64000,0.057,low_ul
eosat,eogs1,1027003.433,1027387.970,8000000,0.057,low_dl
eogs1,eosat,1032901.441,1033312.173,64000,0.057,low_ul
eosat,eogs1,1032901.441,1033312.173,8000000,0.057,low_dl
eogs1,eosat,1038765.750,1039240.136,64000,0.057,low_ul
eosat,eogs1,1038765.750,1039240.136,8000000,0.057,low_dl
eosat,eogs2,1041400.960,1041740.012,10000000000,0.057,high_dl
eogs1,eosat,1044609.685,1045134.342,64000,0.057,low_ul
eosat,eogs1,1044609.685,1045134.342,8000000,0.057,low_dl
eosat,eogs2,1047088.429,1047578.241,10000000000,0.057,high_dl
eogs1,eosat,1050441.409,1050975.454,64000,0.057,low_ul
eosat,eogs1,1050441.409,1050975.454,8000000,0.057,low_dl
eosat,eogs2,1052873.877,1053408.442,10000000000,0.057,high_dl
eogs1,eosat,1056262.671,1056761.598,64000,0.057,low_ul
eosat,eogs1,1056262.671,1056761.598,8000000,0.057,low_dl
eosat,eogs2,1058762.963,1059233.310,10000000000,0.057,high_dl
eogs1,eosat,1062069.786,1062505.378,64000,0.057,low_ul
eosat,eogs1,1062069.786,1062505.378,8000000,0.057,low_dl
eosat,eogs2,1064761.577,1065046.031,10000000000,0.057,high_dl
eogs1,eosat,1067852.667,1068234.452,64000,0.057,low_ul
eosat,eogs1,1067852.667,1068234.452,8000000,0.057,low_dl
eogs1,eosat,1073601.543,1073983.604,64000,0.057,low_ul
eosat,eogs1,1073601.543,1073983.604,8000000,0.057,low_dl
eogs1,eosat,1079330.589,1079766.747,64000,0.057,low_ul
eosat,eogs1,1079330.589,1079766.747,8000000,0.057,low_dl
eosat,eogs2,1082620.905,1082892.439,10000000000,0.057,high_dl
eogs1,eosat,1085074.634,1085574.015,64000,0.057,low_ul
eosat,eogs1,1085074.634,1085574.015,8000000,0.057,low_dl
eosat,eogs2,1088432.363,1088896.734,10000000000,0.057,high_dl
eogs1,eosat,1090861.212,1091395.373,64000,0.057,low_ul
eosat,eogs1,1090861.212,1091395.373,8000000,0.057,low_dl
eosat,eogs2,1094256.917,1094790.938,10000000000,0.057,high_dl
eogs1,eosat,1096702.803,1097227.186,64000,0.057,low_ul
eosat,eogs1,1096702.803,1097227.186,8000000,0.057,low_dl
eosat,eogs2,1100086.864,1100581.249,10000000000,0.057,high_dl
eogs1,eosat,1102597.404,1103071.248,64000,0.057,low_ul
eosat,eogs1,1102597.404,1103071.248,8000000,0.057,low_dl
eosat,eogs2,1105924.462,1106273.356,10000000000,0.057,high_dl
eogs1,eosat,1108525.512,1108935.786,64000,0.057,low_ul
eosat,eogs1,1108525.512,1108935.786,8000000,0.057,low_dl
eogs1,eosat,1114449.512,1114834.115,64000,0.057,low_ul
eosat,eogs1,1114449.512,1114834.115,8000000,0.057,low_dl
eogs1,eosat,1120339.363,1120762.643,64000,0.057,low_ul
eosat,eogs1,1120339.363,1120762.643,8000000,0.057,low_dl
eosat,eogs2,1123191.777,1123301.699,10000000000,0.057,high_dl
eogs1,eosat,1126198.173,1126685.973,64000,0.057,low_ul
eosat,eogs1,1126198.173,1126685.973,8000000,0.057,low_dl
eosat,eogs2,1128789.987,1129171.115,10000000000,0.057,high_dl
eogs1,eosat,1132039.023,1132569.628,64000,0.057,low_ul
eosat,eogs1,1132039.023,1132569.628,8000000,0.057,low_dl
eosat,eogs2,1134498.330,1135006.816,10000000000,0.057,high_dl
eogs1,eosat,1137868.514,1138398.470,64000,0.057,low_ul
eosat,eogs1,1137868.514,1138398.470,8000000,0.057,low_dl
eosat,eogs2,1140305.779,1140835.898,10000000000,0.057,high_dl
eogs1,eosat,1143687.225,1144173.857,64000,0.057,low_ul
eosat,eogs1,1143687.225,1144173.857,8000000,0.057,low_dl
eosat,eogs2,1146217.989,1146659.248,10000000000,0.057,high_dl
eogs1,eosat,1149490.162,1149911.588,64000,0.057,low_ul
eosat,eogs1,1149490.162,1149911.588,8000000,0.057,low_dl
eosat,eogs2,1152243.230,1152464.866,10000000000,0.057,high_dl
eogs1,eosat,1155266.080,1155642.287,64000,0.057,low_ul
eosat,eogs1,1155266.080,1155642.287,8000000,0.057,low_dl
eogs1,eosat,1161008.305,1161398.789,64000,0.057,low_ul
eosat,eogs1,1161008.305,1161398.789,8000000,0.057,low_dl
eogs1,eosat,1166737.571,1167188.288,64000,0.057,low_ul
eosat,eogs1,1166737.571,1167188.288,8000000,0.057,low_dl
eosat,eogs2,1170042.406,1170368.483,10000000000,0.057,high_dl
eogs1,eosat,1172489.027,1172999.232,64000,0.057,low_ul
eosat,eogs1,1172489.027,1172999.232,8000000,0.057,low_dl
eosat,eogs2,1175858.664,1176347.793,10000000000,0.057,high_dl
eogs1,eosat,1178286.967,1178822.969,64000,0.057,low_ul
eosat,eogs1,1178286.967,1178822.969,8000000,0.057,low_dl
eosat,eogs2,1181684.552,1182219.041,10000000000,0.057,high_dl
eogs1,eosat,1184140.747,1184657.097,64000,0.057,low_ul
eosat,eogs1,1184140.747,1184657.097,8000000,0.057,low_dl
eosat,eogs2,1187515.685,1187987.575,10000000000,0.057,high_dl
eogs1,eosat,1190044.969,1190504.636,64000,0.057,low_ul
eosat,eogs1,1190044.969,1190504.636,8000000,0.057,low_dl
eosat,eogs2,1193356.561,1193658.715,10000000000,0.057,high_dl
eogs1,eosat,1195975.773,1196375.413,64000,0.057,low_ul
eosat,eogs1,1195975.773,1196375.413,8000000,0.057,low_dl
eogs1,eosat,1201893.813,1202281.847,64000,0.057,low_ul
eosat,eogs1,1201893.813,1202281.847,8000000,0.057,low_dl
eogs1,eosat,1207775.807,1208212.841,64000,0.057,low_ul
eosat,eogs1,1207775.807,1208212.841,8000000,0.057,low_dl
eosat,eogs2,1210553.869,1210748.826,10000000000,0.057,high_dl
eogs1,eosat,1213629.783,1214129.864,64000,0.057,low_ul
eosat,eogs1,1213629.783,1214129.864,8000000,0.057,low_dl
eosat,eogs2,1216183.545,1216601.334,10000000000,0.057,high_dl
eogs1,eosat,1219467.849,1220002.278,64000,0.057,low_ul
eosat,eogs1,1219467.849,1220002.278,8000000,0.057,low_dl
eosat,eogs2,1221912.887,1222435.114,10000000000,0.057,high_dl
eogs1,eosat,1225295.132,1225818.921,64000,0.057,low_ul
eosat,eogs1,1225295.132,1225818.921,8000000,0.057,low_dl
eosat,eogs2,1227742.612,1228263.111,10000000000,0.057,high_dl
eogs1,eosat,1231111.065,1231584.286,64000,0.057,low_ul
eosat,eogs1,1231111.065,1231584.286,8000000,0.057,low_dl
eosat,eogs2,1233678.173,1234084.582,10000000000,0.057,high_dl
eogs1,eosat,1236909.268,1237317.440,64000,0.057,low_ul
eosat,eogs1,1236909.268,1237317.440,8000000,0.057,low_dl
eosat,eogs2,1239736.265,1239875.785,10000000000,0.057,high_dl
eogs1,eosat,1242677.774,1243051.462,64000,0.057,low_ul
eosat,eogs1,1242677.774,1243051.462,8000000,0.057,low_dl
eogs1,eosat,1248414.402,1248815.598,64000,0.057,low_ul
eosat,eogs1,1248414.402,1248815.598,8000000,0.057,low_dl
eogs1,eosat,1254145.652,1254610.813,64000,0.057,low_ul
eosat,eogs1,1254145.652,1254610.813,8000000,0.057,low_dl
eosat,eogs2,1257465.864,1257838.525,10000000000,0.057,high_dl
eogs1,eosat,1259905.661,1260425.026,64000,0.057,low_ul
eosat,eogs1,1259905.661,1260425.026,8000000,0.057,low_dl
eosat,eogs2,1263285.341,1263793.793,10000000000,0.057,high_dl
eogs1,eosat,1265715.399,1266251.035,64000,0.057,low_ul
eosat,eogs1,1265715.399,1266251.035,8000000,0.057,low_dl
eosat,eogs2,1269112.413,1269642.309,10000000000,0.057,high_dl
eogs1,eosat,1271581.131,1272087.613,64000,0.057,low_ul
eosat,eogs1,1271581.131,1272087.613,8000000,0.057,low_dl
eosat,eogs2,1274944.885,1275389.361,10000000000,0.057,high_dl
eogs1,eosat,1277493.862,1277939.090,64000,0.057,low_ul
eosat,eogs1,1277493.862,1277939.090,8000000,0.057,low_dl
eosat,eogs2,1280790.701,1281038.839,10000000000,0.057,high_dl
eogs1,eosat,1283425.371,1283816.812,64000,0.057,low_ul
eosat,eogs1,1283425.371,1283816.812,8000000,0.057,low_dl
eogs1,eosat,1289336.264,1289730.871,64000,0.057,low_ul
eosat,eogs1,1289336.264,1289730.871,8000000,0.057,low_dl
eogs1,eosat,1295210.940,1295662.328,64000,0.057,low_ul
eosat,eogs1,1295210.940,1295662.328,8000000,0.057,low_dl
eosat,eogs2,1297928.422,1298186.102,10000000000,0.057,high_dl
eogs1,eosat,1301060.674,1301571.579,64000,0.057,low_ul
eosat,eogs1,1301060.674,1301571.579,8000000,0.057,low_dl
eosat,eogs2,1303581.580,1304030.931,10000000000,0.057,high_dl
eogs1,eosat,1306896.187,1307432.250,64000,0.057,low_ul
eosat,eogs1,1306896.187,1307432.250,8000000,0.057,low_dl
eosat,eogs2,1309332.165,1309863.167,10000000000,0.057,high_dl
eogs1,eosat,1312721.237,1313236.910,64000,0.057,low_ul
eosat,eogs1,1312721.237,1313236.910,8000000,0.057,low_dl
eosat,eogs2,1315184.424,1315690.051,10000000000,0.057,high_dl
eogs1,eosat,1318534.099,1318993.140,64000,0.057,low_ul
eosat,eogs1,1318534.099,1318993.140,8000000,0.057,low_dl
eosat,eogs2,1321143.631,1321509.068,10000000000,0.057,high_dl
eogs1,eosat,1324326.955,1324723.333,64000,0.057,low_ul
eosat,eogs1,1324326.955,1324723.333,8000000,0.057,low_dl
eogs1,eosat,1330087.822,1330462.198,64000,0.057,low_ul
eosat,eogs1,1330087.822,1330462.198,8000000,0.057,low_dl
eogs1,eosat,1335820.228,1336233.908,64000,0.057,low_ul
eosat,eogs1,1335820.228,1336233.908,8000000,0.057,low_dl
eosat,eogs2,1339095.903,1339251.376,10000000000,0.057,high_dl
eogs1,eosat,1341555.145,1342034.204,64000,0.057,low_ul
eosat,eogs1,1341555.145,1342034.204,8000000,0.057,low_dl
eosat,eogs2,1344890.514,1345303.098,10000000000,0.057,high_dl
eogs1,eosat,1347324.686,1347851.354,64000,0.057,low_ul
eosat,eogs1,1347324.686,1347851.354,8000000,0.057,low_dl
eosat,eogs2,1350712.329,1351234.779,10000000000,0.057,high_dl
eogs1,eosat,1353146.517,1353679.579,64000,0.057,low_ul
eosat,eogs1,1353146.517,1353679.579,8000000,0.057,low_dl
eosat,eogs2,1356540.505,1357060.802,10000000000,0.057,high_dl
eogs1,eosat,1359023.799,1359518.801,64000,0.057,low_ul
eosat,eogs1,1359023.799,1359518.801,8000000,0.057,low_dl
eosat,eogs2,1362374.572,1362786.655,10000000000,0.057,high_dl
eogs1,eosat,1364943.705,1365374.762,64000,0.057,low_ul
eosat,eogs1,1364943.705,1365374.762,8000000,0.057,low_dl
eosat,eogs2,1368228.907,1368412.006,10000000000,0.057,high_dl
eogs1,eosat,1370873.886,1371260.055,64000,0.057,low_ul
eosat,eogs1,1370873.886,1371260.055,8000000,0.057,low_dl
eogs1,eosat,1376776.894,1377180.806,64000,0.057,low_ul
eosat,eogs1,1376776.894,1377180.806,8000000,0.057,low_dl
eogs1,eosat,1382644.921,1383110.698,64000,0.057,low_ul
eosat,eogs1,1382644.921,1383110.698,8000000,0.057,low_dl
eosat,eogs2,1385309.480,1385619.816,10000000000,0.057,high_dl
eogs1,eosat,1388490.925,1389010.938,64000,0.057,low_ul
eosat,eogs1,1388490.925,1389010.938,8000000,0.057,low_dl
eosat,eogs2,1390984.112,1391460.063,10000000000,0.057,high_dl
eogs1,eosat,1394324.052,1394859.537,64000,0.057,low_ul
eosat,eogs1,1394324.052,1394859.537,8000000,0.057,low_dl
eosat,eogs2,1396756.228,1397290.991,10000000000,0.057,high_dl
eogs1,eosat,1400146.791,1400652.568,64000,0.057,low_ul
eosat,eogs1,1400146.791,1400652.568,8000000,0.057,low_dl
eosat,eogs2,1402631.259,1403116.671,10000000000,0.057,high_dl
eogs1,eosat,1405956.220,1406400.712,64000,0.057,low_ul
eosat,eogs1,1405956.220,1406400.712,8000000,0.057,low_dl
eosat,eogs2,1408614.614,1408932.271,10000000000,0.057,high_dl
eogs1,eosat,1411743.084,1412129.666,64000,0.057,low_ul
eosat,eogs1,1411743.084,1412129.666,8000000,0.057,low_dl
eogs1,eosat,1417496.394,1417874.621,64000,0.057,low_ul
eosat,eogs1,1417496.394,1417874.621,8000000,0.057,low_dl
eogs1,eosat,1423226.185,1423653.575,64000,0.057,low_ul
eosat,eogs1,1423226.185,1423653.575,8000000,0.057,low_dl
eosat,eogs2,1426508.867,1426741.819,10000000000,0.057,high_dl
eogs1,eosat,1428966.325,1429458.359,64000,0.057,low_ul
eosat,eogs1,1428966.325,1429458.359,8000000,0.057,low_dl
eosat,eogs2,1432315.962,1432762.423,10000000000,0.057,high_dl
eogs1,eosat,1434746.222,1435278.182,64000,0.057,low_ul
eosat,eogs1,1434746.222,1435278.182,8000000,0.057,low_dl
eosat,eogs2,1438139.583,1438670.793,10000000000,0.057,high_dl
eogs1,eosat,1440580.299,1441108.620,64000,0.057,low_ul
eosat,eogs1,1440580.299,1441108.620,8000000,0.057,low_dl
eosat,eogs2,1443968.847,1444474.584,10000000000,0.057,high_dl
eogs1,eosat,1446468.550,1446950.745,64000,0.057,low_ul
eosat,eogs1,1446468.550,1446950.745,8000000,0.057,low_dl
eosat,eogs2,1449804.916,1450179.470,10000000000,0.057,high_dl
eogs1,eosat,1452394.074,1452811.816,64000,0.057,low_ul
eosat,eogs1,1452394.074,1452811.816,8000000,0.057,low_dl
eosat,eogs2,1455679.881,1455769.854,10000000000,0.057,high_dl
eogs1,eosat,1458320.971,1458705.129,64000,0.057,low_ul
eosat,eogs1,1458320.971,1458705.129,8000000,0.057,low_dl
eogs1,eosat,1464215.802,1464631.213,64000,0.057,low_ul
eosat,eogs1,1464215.802,1464631.213,8000000,0.057,low_dl
eogs1,eosat,1470077.897,1470557.593,64000,0.057,low_ul
eosat,eogs1,1470077.897,1470557.593,8000000,0.057,low_dl
eosat,eogs2,1472695.638,1473051.672,10000000000,0.057,high_dl
eogs1,eosat,1475920.595,1476447.803,64000,0.057,low_ul
eosat,eogs1,1475920.595,1476447.803,8000000,0.057,low_dl
eosat,eogs2,1478391.195,1478888.828,10000000000,0.057,high_dl
eogs1,eosat,1481751.448,1482284.161,64000,0.057,low_ul
eosat,eogs1,1481751.448,1482284.161,8000000,0.057,low_dl
eosat,eogs2,1484185.136,1484718.588,10000000000,0.057,high_dl
eogs1,eosat,1487571.744,1488066.059,64000,0.057,low_ul
eosat,eogs1,1487571.744,1488066.059,8000000,0.057,low_dl
eosat,eogs2,1490083.159,1490542.900,10000000000,0.057,high_dl
eogs1,eosat,1493377.301,1493807.330,64000,0.057,low_ul
eosat,eogs1,1493377.301,1493807.330,8000000,0.057,low_dl
eosat,eogs2,1496091.752,1496353.321,10000000000,0.057,high_dl
eogs1,eosat,1499157.548,1499536.825,64000,0.057,low_ul
eosat,eogs1,1499157.548,1499536.825,8000000,0.057,low_dl
eogs1,eosat,1504903.744,1505288.768,64000,0.057,low_ul
eosat,eogs1,1504903.744,1505288.768,8000000,0.057,low_dl
eogs1,eosat,1510632.664,1511074.448,64000,0.057,low_ul
eosat,eogs1,1510632.664,1511074.448,8000000,0.057,low_dl
eosat,eogs2,1513928.406,1514222.160,10000000000,0.057,high_dl
eogs1,eosat,1516379.434,1516883.193,64000,0.057,low_ul
eosat,eogs1,1516379.434,1516883.193,8000000,0.057,low_dl
eosat,eogs2,1519741.983,1520216.603,10000000000,0.057,high_dl
eogs1,eosat,1522170.355,1522705.490,64000,0.057,low_ul
eosat,eogs1,1522170.355,1522705.490,8000000,0.057,low_dl
eosat,eogs2,1525567.078,1526101.885,10000000000,0.057,high_dl
eogs1,eosat,1528016.688,1528538.188,64000,0.057,low_ul
eosat,eogs1,1528016.688,1528538.188,8000000,0.057,low_dl
eosat,eogs2,1531397.471,1531883.721,10000000000,0.057,high_dl
eogs1,eosat,1533915.136,1534383.548,64000,0.057,low_ul
eosat,eogs1,1533915.136,1534383.548,8000000,0.057,low_dl
eosat,eogs2,1537236.202,1537567.734,10000000000,0.057,high_dl
eogs1,eosat,1539844.519,1540250.418,64000,0.057,low_ul
eosat,eogs1,1539844.519,1540250.418,8000000,0.057,low_dl
eogs1,eosat,1545766.376,1546151.917,64000,0.057,low_ul
eosat,eogs1,1545766.376,1546151.917,8000000,0.057,low_dl
eogs1,eosat,1551653.131,1552081.632,64000,0.057,low_ul
eosat,eogs1,1551653.131,1552081.632,8000000,0.057,low_dl
eosat,eogs2,1554474.067,1554621.650,10000000000,0.057,high_dl
eogs1,eosat,1557509.992,1558002.705,64000,0.057,low_ul
eosat,eogs1,1557509.992,1558002.705,8000000,0.057,low_dl
eosat,eogs2,1560086.435,1560482.392,10000000000,0.057,high_dl
eogs1,eosat,1563349.731,1563882.075,64000,0.057,low_ul
eosat,eogs1,1563349.731,1563882.075,8000000,0.057,low_dl
eosat,eogs2,1565802.893,1566317.291,10000000000,0.057,high_dl
eogs1,eosat,1569178.366,1569706.173,64000,0.057,low_ul
eosat,eogs1,1569178.366,1569706.173,8000000,0.057,low_dl
eosat,eogs2,1571618.944,1572145.952,10000000000,0.057,high_dl
eogs1,eosat,1574996.031,1575477.581,64000,0.057,low_ul
eosat,eogs1,1574996.031,1575477.581,8000000,0.057,low_dl
eosat,eogs2,1577540.175,1577968.626,10000000000,0.057,high_dl
eogs1,eosat,1580797.203,1581213.355,64000,0.057,low_ul
eosat,eogs1,1580797.203,1581213.355,8000000,0.057,low_dl
eosat,eogs2,1583576.900,1583770.050,10000000000,0.057,high_dl
eogs1,eosat,1586570.291,1586945.148,64000,0.057,low_ul
eosat,eogs1,1586570.291,1586945.148,8000000,0.057,low_dl
eogs1,eosat,1592310.203,1592704.595,64000,0.057,low_ul
eosat,eogs1,1592310.203,1592704.595,8000000,0.057,low_dl
eogs1,eosat,1598040.032,1598496.386,64000,0.057,low_ul
eosat,eogs1,1598040.032,1598496.386,8000000,0.057,low_dl
eosat,eogs2,1601350.798,1601695.777,10000000000,0.057,high_dl
eogs1,eosat,1603794.676,1604308.641,64000,0.057,low_ul
eosat,eogs1,1603794.676,1604308.641,8000000,0.057,low_dl
eosat,eogs2,1607168.440,1607665.696,10000000000,0.057,high_dl
eogs1,eosat,1609597.145,1610133.268,64000,0.057,low_ul
eosat,eogs1,1609597.145,1610133.268,8000000,0.057,low_dl
eosat,eogs2,1612994.800,1613528.107,10000000000,0.057,high_dl
eogs1,eosat,1615455.594,1615968.326,64000,0.057,low_ul
eosat,eogs1,1615455.594,1615968.326,8000000,0.057,low_dl
eosat,eogs2,1618826.429,1619288.281,10000000000,0.057,high_dl
eogs1,eosat,1621363.258,1621817.332,64000,0.057,low_ul
eosat,eogs1,1621363.258,1621817.332,8000000,0.057,low_dl
eosat,eogs2,1624668.958,1624951.165,10000000000,0.057,high_dl
eogs1,eosat,1627294.576,1627690.719,64000,0.057,low_ul
eosat,eogs1,1627294.576,1627690.719,8000000,0.057,low_dl
eogs1,eosat,1633209.963,1633600.190,64000,0.057,low_ul
eosat,eogs1,1633209.963,1633600.190,8000000,0.057,low_dl
eogs1,eosat,1639089.048,1639531.605,64000,0.057,low_ul
eosat,eogs1,1639089.048,1639531.605,8000000,0.057,low_dl
eosat,eogs2,1641842.532,1642063.374,10000000000,0.057,high_dl
eogs1,eosat,1644941.313,1645445.777,64000,0.057,low_ul
eosat,eogs1,1644941.313,1645445.777,8000000,0.057,low_dl
eosat,eogs2,1647481.729,1647912.346,10000000000,0.057,high_dl
eogs1,eosat,1650778.366,1651313.690,64000,0.057,low_ul
eosat,eogs1,1650778.366,1651313.690,8000000,0.057,low_dl
eosat,eogs2,1653219.272,1653745.492,10000000000,0.057,high_dl
eogs1,eosat,1656604.789,1657125.657,64000,0.057,low_ul
eosat,eogs1,1656604.789,1657125.657,8000000,0.057,low_dl
eosat,eogs2,1659057.701,1659573.063,10000000000,0.057,high_dl
eogs1,eosat,1662419.570,1662887.368,64000,0.057,low_ul
eosat,eogs1,1662419.570,1662887.368,8000000,0.057,low_dl
eosat,eogs2,1665002.385,1665393.668,10000000000,0.057,high_dl
eogs1,eosat,1668215.776,1668619.175,64000,0.057,low_ul
eosat,eogs1,1668215.776,1668619.175,8000000,0.057,low_dl
eosat,eogs2,1671079.151,1671172.985,10000000000,0.057,high_dl
eogs1,eosat,1673981.333,1674354.907,64000,0.057,low_ul
eosat,eogs1,1673981.333,1674354.907,8000000,0.057,low_dl
eogs1,eosat,1679716.147,1680122.002,64000,0.057,low_ul
eosat,eogs1,1679716.147,1680122.002,8000000,0.057,low_dl
eosat,eogs2,1682998.189,1683083.147,10000000000,0.057,high_dl
eogs1,eosat,1685448.625,1685919.260,64000,0.057,low_ul
eosat,eogs1,1685448.625,1685919.260,8000000,0.057,low_dl
eosat,eogs2,1688774.782,1689163.660,10000000000,0.057,high_dl
eogs1,eosat,1691212.221,1691734.646,64000,0.057,low_ul
eosat,eogs1,1691212.221,1691734.646,8000000,0.057,low_dl
eosat,eogs2,1694595.245,1695109.748,10000000000,0.057,high_dl
eogs1,eosat,1697026.619,1697561.518,64000,0.057,low_ul
eosat,eogs1,1697026.619,1697561.518,8000000,0.057,low_dl
eosat,eogs2,1700422.750,1700949.517,10000000000,0.057,high_dl
eogs1,eosat,1702896.884,1703399.094,64000,0.057,low_ul
eosat,eogs1,1702896.884,1703399.094,8000000,0.057,low_dl
eosat,eogs2,1706255.803,1706688.322,10000000000,0.057,high_dl
eogs1,eosat,1708812.567,1709252.239,64000,0.057,low_ul
eosat,eogs1,1708812.567,1709252.239,8000000,0.057,low_dl
eosat,eogs2,1712104.306,1712328.922,10000000000,0.057,high_dl
eogs1,eosat,1714743.801,1715132.827,64000,0.057,low_ul
eosat,eogs1,1714743.801,1715132.827,8000000,0.057,low_dl
eogs1,eosat,1720651.702,1721049.616,64000,0.057,low_ul
eosat,eogs1,1720651.702,1721049.616,8000000,0.057,low_dl
eogs1,eosat,1726523.716,1726980.704,64000,0.057,low_ul
eosat,eogs1,1726523.716,1726980.704,8000000,0.057,low_dl
eosat,eogs2,1729219.898,1729498.941,10000000000,0.057,high_dl
eogs1,eosat,1732371.949,1732886.599,64000,0.057,low_ul
eosat,eogs1,1732371.949,1732886.599,8000000,0.057,low_dl
eosat,eogs2,1734881.502,1735341.748,10000000000,0.057,high_dl
eogs1,eosat,1738206.520,1738742.622,64000,0.057,low_ul
eosat,eogs1,1738206.520,1738742.622,8000000,0.057,low_dl
eosat,eogs2,1740640.397,1741173.455,10000000000,0.057,high_dl
eogs1,eosat,1744030.686,1744542.725,64000,0.057,low_ul
eosat,eogs1,1744030.686,1744542.725,8000000,0.057,low_dl
eosat,eogs2,1746501.455,1746999.886,10000000000,0.057,high_dl
eogs1,eosat,1749842.265,1750295.688,64000,0.057,low_ul
eosat,eogs1,1749842.265,1750295.688,8000000,0.057,low_dl
eosat,eogs2,1752469.942,1752817.724,10000000000,0.057,high_dl
eogs1,eosat,1755632.875,1756025.192,64000,0.057,low_ul
eosat,eogs1,1755632.875,1756025.192,8000000,0.057,low_dl
eogs1,eosat,1761390.784,1761766.287,64000,0.057,low_ul
eosat,eogs1,1761390.784,1761766.287,8000000,0.057,low_dl
eogs1,eosat,1767121.976,1767540.856,64000,0.057,low_ul
eosat,eogs1,1767121.976,1767540.856,8000000,0.057,low_dl
eosat,eogs2,1770399.112,1770587.593,10000000000,0.057,high_dl
eogs1,eosat,1772858.741,1773342.958,64000,0.057,low_ul
eosat,eogs1,1772858.741,1773342.958,8000000,0.057,low_dl
eosat,eogs2,1776199.776,1776626.183,10000000000,0.057,high_dl
eogs1,eosat,1778632.207,1779161.171,64000,0.057,low_ul
eosat,eogs1,1778632.207,1779161.171,8000000,0.057,low_dl
eosat,eogs2,1782022.340,1782548.802,10000000000,0.057,high_dl
eogs1,eosat,1784458.774,1784990.252,64000,0.057,low_ul
eosat,eogs1,1784458.774,1784990.252,8000000,0.057,low_dl
eosat,eogs2,1787850.936,1788366.177,10000000000,0.057,high_dl
eogs1,eosat,1790340.386,1790830.564,64000,0.057,low_ul
eosat,eogs1,1790340.386,1790830.564,8000000,0.057,low_dl
eosat,eogs2,1793685.719,1794083.882,10000000000,0.057,high_dl
eogs1,eosat,1796262.666,1796688.426,64000,0.057,low_ul
