source,destination,contact_start(s),contact_end(s),data_rate(bps),delay(s),link_type 
mgs1,mre1,1375942.942,1390342.942,300000000,1195.692,trunk
mre1,mgs1,1375942.942,1390342.942,300000000,1195.692,high_dl
mr2,mre3,1384154.690,1385654.690,150000000,0.076,low_ul
mre3,mr2,1384154.690,1385654.690,10000000,0.076,low_dl
mr1,mre1,1401675.164,1402406.493,150000000,0.054,low_ul
mre1,mr1,1401675.164,1402406.493,10000000,0.054,low_dl
mr1,mre3,1413806.493,1414706.493,150000000,0.076,low_ul
mre3,mr1,1413806.493,1414706.493,10000000,0.076,low_dl
mgs2,mre3,1413877.889,1428277.889,300000000,1195.473,trunk
mre3,mgs2,1413877.889,1428277.889,300000000,1195.473,high_dl
mr2,mre3,1423124.134,1424624.134,150000000,0.076,low_ul
mre3,mr2,1423124.134,1424624.134,10000000,0.076,low_dl
mgs2,mre2,1434234.989,1438495.529,300000000,1195.338,trunk
mre2,mgs2,1434234.989,1438495.529,300000000,1195.338,trunk
mr2,mre2,1443521.690,1443805.628,150000000,0.053,low_ul
mre2,mr2,1443521.690,1443805.628,10000000,0.053,low_dl
mr1,mre1,1448587.837,1449314.369,150000000,0.054,low_ul
mre1,mr1,1448587.837,1449314.369,10000000,0.054,low_dl
mr2,mre3,1459521.775,1461021.775,150000000,0.076,low_ul
mre3,mr2,1459521.775,1461021.775,10000000,0.076,low_dl
mr1,mre3,1460114.369,1461614.369,150000000,0.076,low_ul
mre3,mr1,1460114.369,1461614.369,10000000,0.076,low_dl
mgs1,mre3,1462324.443,1476724.443,300000000,1195.152,trunk
mre3,mgs1,1462324.443,1476724.443,300000000,1195.152,high_dl
mr1,mre3,1486476.589,1487976.589,150000000,0.076,low_ul
mre3,mr1,1486476.589,1487976.589,10000000,0.076,low_dl
mr2,mre2,1493021.997,1493490.064,150000000,0.053,low_ul
mre2,mr2,1493021.997,1493490.064,10000000,0.053,low_dl
mgs2,mre3,1500194.659,1514594.659,300000000,1194.955,trunk
mre3,mgs2,1500194.659,1514594.659,300000000,1194.955,high_dl
mr2,mre3,1504290.064,1505790.064,150000000,0.076,low_ul
mre3,mr2,1504290.064,1505790.064,10000000,0.076,low_dl
mgs2,mre2,1521447.012,1525701.433,300000000,1194.803,trunk
mre2,mgs2,1521447.012,1525701.433,300000000,1194.803,trunk
mr1,mre3,1525941.301,1527441.301,150000000,0.076,low_ul
mre3,mr1,1525941.301,1527441.301,10000000,0.076,low_dl
mr2,mre3,1535163.977,1536663.977,150000000,0.076,low_ul
mre3,mr2,1535163.977,1536663.977,10000000,0.076,low_dl
mr1,mre1,1541026.393,1541648.036,150000000,0.054,low_ul
mre1,mr1,1541026.393,1541648.036,10000000,0.054,low_dl
mgs1,mre3,1548706.164,1563106.164,300000000,1194.656,trunk
mre3,mgs1,1548706.164,1563106.164,300000000,1194.656,high_dl
mr1,mre3,1562121.227,1563621.227,150000000,0.076,low_ul
mre3,mr1,1562121.227,1563621.227,10000000,0.076,low_dl
mr2,mre3,1573368.213,1574868.213,150000000,0.076,low_ul
mre3,mr2,1573368.213,1574868.213,10000000,0.076,low_dl
mr1,mre1,1579208.989,1579945.243,150000000,0.054,low_ul
mre1,mr1,1579208.989,1579945.243,10000000,0.054,low_dl
mgs2,mre3,1586509.170,1600909.170,300000000,1194.382,trunk
mre3,mgs2,1586509.170,1600909.170,300000000,1194.382,high_dl
mr1,mre3,1600591.586,1602091.586,150000000,0.076,low_ul
mre3,mr1,1600591.586,1602091.586,10000000,0.076,low_dl
mgs2,mre2,1601950.378,1606199.354,300000000,1194.299,trunk
mre2,mgs2,1601950.378,1606199.354,300000000,1194.299,trunk
mgs2,mre2,1608658.988,1612508.450,300000000,1194.260,trunk
mre2,mgs2,1608658.988,1612508.450,300000000,1194.260,trunk
mr2,mre3,1610821.971,1612321.971,150000000,0.076,low_ul
mre3,mr2,1610821.971,1612321.971,10000000,0.076,low_dl
mr2,mre2,1624494.114,1625025.784,150000000,0.053,low_ul
mre2,mr2,1624494.114,1625025.784,10000000,0.053,low_dl
mr1,mre1,1626120.301,1626853.147,150000000,0.054,low_ul
mre1,mr1,1626120.301,1626853.147,10000000,0.054,low_dl
mgs1,mre1,1635088.726,1649488.726,300000000,1194.093,trunk
mre1,mgs1,1635088.726,1649488.726,300000000,1194.093,high_dl
mr1,mre3,1637742.331,1639242.331,150000000,0.076,low_ul
mre3,mr1,1637742.331,1639242.331,10000000,0.076,low_dl
mr2,mre3,1647637.860,1649137.860,150000000,0.076,low_ul
mre3,mr2,1647637.860,1649137.860,10000000,0.076,low_dl
mr1,mre1,1664496.018,1664939.298,150000000,0.054,low_ul
mre1,mr1,1664496.018,1664939.298,10000000,0.054,low_dl
mgs2,mre3,1672821.676,1687221.676,300000000,1193.835,trunk
mre3,mgs2,1672821.676,1687221.676,300000000,1193.835,high_dl
mr1,mre3,1675739.298,1677239.298,150000000,0.076,low_ul
mre3,mr1,1675739.298,1677239.298,10000000,0.076,low_dl
mr2,mre3,1686802.559,1688302.559,150000000,0.076,low_ul
mre3,mr2,1686802.559,1688302.559,10000000,0.076,low_dl
mgs2,mre2,1689162.312,1693405.609,300000000,1193.749,trunk
mre2,mgs2,1689162.312,1693405.609,300000000,1193.749,trunk
mgs2,mre2,1695870.919,1698916.655,300000000,1193.710,trunk
mre2,mgs2,1695870.919,1698916.655,300000000,1193.710,trunk
mr1,mre1,1711458.604,1711855.236,150000000,0.054,low_ul
mre1,mr1,1711458.604,1711855.236,10000000,0.054,low_dl
mr2,mre2,1711724.148,1712009.688,150000000,0.053,low_ul
mre2,mr2,1711724.148,1712009.688,10000000,0.053,low_dl
mgs1,mre1,1721471.024,1735871.024,300000000,1193.548,trunk
mre1,mgs1,1721471.024,1735871.024,300000000,1193.548,high_dl
mr1,mre3,1722655.236,1723707.000,150000000,0.076,low_ul
mr1,mre3,1723709.000,1724155.236,150000000,0.076,low_ul
mre3,mr1,1722655.236,1724155.236,10000000,0.076,low_dl
mr2,mre3,1723129.897,1724629.897,150000000,0.076,low_ul
mre3,mr2,1723129.897,1724629.897,10000000,0.076,low_dl
mr1,mre3,1750080.493,1751580.493,150000000,0.076,low_ul
mre3,mr1,1750080.493,1751580.493,10000000,0.076,low_dl
mr2,mre2,1754750.510,1755115.803,150000000,0.053,low_ul
mre2,mr2,1754750.510,1755115.803,10000000,0.053,low_dl
mgs2,mre3,1759133.886,1773533.886,300000000,1193.322,trunk
mre3,mgs2,1759133.886,1773533.886,300000000,1193.322,high_dl
mr2,mre3,1765915.803,1767415.803,150000000,0.076,low_ul
mre3,mr2,1765915.803,1767415.803,10000000,0.076,low_dl
mgs2,mre2,1776374.201,1780612.039,300000000,1193.192,trunk
mre2,mgs2,1776374.201,1780612.039,300000000,1193.192,trunk
mgs2,mre2,1783082.804,1785325.540,300000000,1193.152,trunk
mre2,mgs2,1783082.804,1785325.540,300000000,1193.152,trunk
mr1,mre3,1789516.680,1791016.680,150000000,0.076,low_ul
mre3,mr1,1789516.680,1791016.680,10000000,0.076,low_dl
mr2,mre3,1798757.847,1800077.847,150000000,0.076,low_ul
mre3,mr2,1798757.847,1800077.847,10000000,0.076,low_dl
mr1,mre1,1803653.811,1804391.089,150000000,0.054,low_ul
mre1,mr1,1803653.811,1804391.089,10000000,0.054,low_dl
mgs1,mre3,1807853.582,1822253.582,300000000,1192.986,trunk
mre3,mgs1,1807853.582,1822253.582,300000000,1192.986,high_dl
mr1,mre3,1825714.811,1827214.811,150000000,0.076,low_ul
mre3,mr1,1825714.811,1827214.811,10000000,0.076,low_dl
mr2,mre3,1836611.584,1838111.584,150000000,0.076,low_ul
mre3,mr2,1836611.584,1838111.584,10000000,0.076,low_dl
mr1,mre1,1842010.990,1842500.341,150000000,0.054,low_ul
mre1,mr1,1842010.990,1842500.341,10000000,0.054,low_dl
mgs2,mre2,1845444.695,1847694.017,300000000,1192.735,trunk
mre2,mgs2,1845444.695,1847694.017,300000000,1192.735,trunk
mgs2,mre2,1850168.840,1854402.224,300000000,1192.716,trunk
mre2,mgs2,1850168.840,1854402.224,300000000,1192.716,trunk
mgs2,mre2,1856877.442,1861110.432,300000000,1192.670,trunk
mre2,mgs2,1856877.442,1861110.432,300000000,1192.670,trunk
mgs2,mre2,1863586.044,1867818.638,300000000,1192.627,trunk
mre2,mgs2,1863586.044,1867818.638,300000000,1192.627,trunk
mr1,mre3,1863834.549,1865334.549,150000000,0.076,low_ul
mre3,mr1,1863834.549,1865334.549,10000000,0.076,low_dl
mr2,mre3,1874463.136,1875963.136,150000000,0.076,low_ul
mre3,mr2,1874463.136,1875963.136,10000000,0.076,low_dl
mr1,mre1,1888965.694,1889416.810,150000000,0.054,low_ul
mre1,mr1,1888965.694,1889416.810,10000000,0.054,low_dl
mgs1,mre3,1894236.645,1908636.645,300000000,1192.454,trunk
mre3,mgs1,1894236.645,1908636.645,300000000,1192.454,high_dl
mr1,mre3,1901370.942,1902870.942,150000000,0.076,low_ul
mre3,mr1,1901370.942,1902870.942,10000000,0.076,low_dl
mr2,mre3,1911162.963,1912662.963,150000000,0.076,low_ul
mre3,mr2,1911162.963,1912662.963,10000000,0.076,low_dl
mgs2,mre2,1931754.202,1934900.744,300000000,1192.175,trunk
mre2,mgs2,1931754.202,1934900.744,300000000,1192.175,trunk
mr1,mre1,1934279.047,1935019.659,150000000,0.054,low_ul
mre1,mr1,1934279.047,1935019.659,10000000,0.054,low_dl
mr2,mre2,1935795.103,1936288.500,150000000,0.053,low_ul
mre2,mr2,1935795.103,1936288.500,10000000,0.053,low_dl
mgs2,mre2,1937380.644,1941608.964,300000000,1192.145,trunk
mre2,mgs2,1937380.644,1941608.964,300000000,1192.145,trunk
mgs2,mre2,1944089.243,1948317.184,300000000,1192.099,trunk
mre2,mgs2,1944089.243,1948317.184,300000000,1192.099,trunk
mr1,mre3,1945819.659,1947319.659,150000000,0.076,low_ul
mre3,mr1,1945819.659,1947319.659,10000000,0.076,low_dl
mr2,mre3,1950476.548,1951976.548,150000000,0.076,low_ul
mre3,mr2,1950476.548,1951976.548,10000000,0.076,low_dl
mgs2,mre2,1950797.840,1954675.000,300000000,1192.056,trunk
mgs2,mre2,1954678.000,1954869.000,300000000,1192.056,trunk
mgs2,mre2,1954871.000,1955001.000,300000000,1192.056,trunk
mgs2,mre2,1955005.000,1955005.000,300000000,1192.056,trunk
mgs2,mre2,1955007.000,1955022.000,300000000,1192.056,trunk
mgs2,mre2,1955024.000,1955025.403,300000000,1192.056,trunk
mre2,mgs2,1950797.840,1955025.403,300000000,1192.056,trunk
mr1,mre3,1977350.885,1978850.885,150000000,0.076,low_ul
mre3,mr1,1977350.885,1978850.885,10000000,0.076,low_dl
mr2,mre2,1980075.367,1980563.911,150000000,0.053,low_ul
mre2,mr2,1980075.367,1980563.911,10000000,0.053,low_dl
mgs1,mre1,1980620.143,1995020.143,300000000,1191.857,trunk
mre1,mgs1,1980620.143,1995020.143,300000000,1191.857,high_dl
mr2,mre3,1991363.911,1992863.911,150000000,0.076,low_ul
mre3,mr2,1991363.911,1992863.911,10000000,0.076,low_dl
mr1,mre3,2013688.701,2015188.701,150000000,0.076,low_ul
mre3,mr1,2013688.701,2015188.701,10000000,0.076,low_dl
mgs2,mre3,2018061.679,2032461.679,300000000,1191.600,trunk
mre3,mgs2,2018061.679,2032461.679,300000000,1191.600,high_dl
mr2,mre2,2023008.789,2023530.311,150000000,0.053,low_ul
mre2,mr2,2023008.789,2023530.311,10000000,0.053,low_dl
mr1,mre1,2026767.070,2027269.106,150000000,0.054,low_ul
mre1,mr1,2026767.070,2027269.106,10000000,0.054,low_dl
mr2,mre3,2034930.311,2035830.311,150000000,0.076,low_ul
mre3,mr2,2034930.311,2035830.311,10000000,0.076,low_dl
mgs2,mre2,2038009.591,2042232.327,300000000,1191.478,trunk
mre2,mgs2,2038009.591,2042232.327,300000000,1191.478,trunk
mr1,mre3,2053037.241,2054537.241,150000000,0.076,low_ul
mre3,mr1,2053037.241,2054537.241,10000000,0.076,low_dl
mr2,mre3,2062353.110,2063853.110,150000000,0.076,low_ul
mre3,mr2,2062353.110,2063853.110,10000000,0.076,low_dl
mr1,mre1,2066477.385,2066973.983,150000000,0.054,low_ul
mre1,mr1,2066477.385,2066973.983,10000000,0.054,low_dl
mgs1,mre3,2067003.639,2081403.639,300000000,1191.260,trunk
mre3,mgs1,2067003.639,2081403.639,300000000,1191.260,high_dl
mr1,mre3,2089307.000,2090807.000,150000000,0.076,low_ul
mre3,mr1,2089307.000,2090807.000,10000000,0.076,low_dl
mr2,mre3,2099892.096,2101392.096,150000000,0.076,low_ul
mre3,mr2,2099892.096,2101392.096,10000000,0.076,low_dl
mgs2,mre3,2104369.018,2118769.018,300000000,1191.058,trunk
mre3,mgs2,2104369.018,2118769.018,300000000,1191.058,high_dl
mr1,mre1,2111815.269,2112555.344,150000000,0.054,low_ul
mre1,mr1,2111815.269,2112555.344,10000000,0.054,low_dl
mgs2,mre2,2125221.295,2129439.406,300000000,1190.894,trunk
mre2,mgs2,2125221.295,2129439.406,300000000,1190.894,trunk
mr1,mre3,2127088.049,2128588.049,150000000,0.076,low_ul
mre3,mr1,2127088.049,2128588.049,10000000,0.076,low_dl
mr2,mre3,2138117.276,2139617.276,150000000,0.076,low_ul
mre3,mr2,2138117.276,2139617.276,10000000,0.076,low_dl
mgs1,mre3,2153386.819,2167786.819,300000000,1190.711,trunk
mre3,mgs1,2153386.819,2167786.819,300000000,1190.711,high_dl
mr2,mre2,2154518.303,2155026.575,150000000,0.053,low_ul
mre2,mr2,2154518.303,2155026.575,10000000,0.053,low_dl
mr1,mre1,2158723.899,2159464.543,150000000,0.054,low_ul
mre1,mr1,2158723.899,2159464.543,10000000,0.054,low_dl
mr1,mre3,2170264.543,2171764.543,150000000,0.076,low_ul
mre3,mr1,2170264.543,2171764.543,10000000,0.076,low_dl
mr2,mre3,2174720.391,2176220.391,150000000,0.076,low_ul
mre3,mr2,2174720.391,2176220.391,10000000,0.076,low_dl
mgs2,mre3,2190675.137,2205075.137,300000000,1190.460,trunk
mre3,mgs2,2190675.137,2205075.137,300000000,1190.460,high_dl
mr1,mre1,2197049.843,2197612.594,150000000,0.054,low_ul
mre1,mr1,2197049.843,2197612.594,10000000,0.054,low_dl
mr2,mre2,2197572.417,2197860.083,150000000,0.053,low_ul
mre2,mr2,2197572.417,2197860.083,10000000,0.053,low_dl
mgs2,mre2,2205724.366,2209938.384,300000000,1190.347,trunk
mre2,mgs2,2205724.366,2209938.384,300000000,1190.347,trunk
mr1,mre3,2208412.594,2209912.594,150000000,0.076,low_ul
mre3,mr1,2208412.594,2209912.594,10000000,0.076,low_dl
mgs2,mre2,2212432.953,2216646.637,300000000,1190.305,trunk
mre2,mgs2,2212432.953,2216646.637,300000000,1190.305,trunk
mr2,mre3,2214138.843,2215638.843,150000000,0.076,low_ul
mre3,mr2,2214138.843,2215638.843,10000000,0.076,low_dl
mgs1,mre1,2239770.925,2254170.925,300000000,1190.120,trunk
mre1,mgs1,2239770.925,2254170.925,300000000,1190.120,high_dl
mr1,mre3,2241021.704,2242521.704,150000000,0.076,low_ul
mre3,mr1,2241021.704,2242521.704,10000000,0.076,low_dl
mr2,mre2,2241812.073,2242195.405,150000000,0.053,low_ul
mre2,mr2,2241812.073,2242195.405,10000000,0.053,low_dl
mr2,mre3,2252995.405,2254495.405,150000000,0.076,low_ul
mre3,mr2,2252995.405,2254495.405,10000000,0.076,low_dl
mgs2,mre3,2276978.920,2291378.920,300000000,1189.839,trunk
mre3,mgs2,2276978.920,2291378.920,300000000,1189.839,high_dl
mr1,mre3,2277296.775,2278796.775,150000000,0.076,low_ul
mre3,mr1,2277296.775,2278796.775,10000000,0.076,low_dl
mr2,mre3,2289389.303,2290889.303,150000000,0.076,low_ul
mre3,mr2,2289389.303,2290889.303,10000000,0.076,low_dl
mgs2,mre2,2292935.981,2297145.751,300000000,1189.752,trunk
mre2,mgs2,2292935.981,2297145.751,300000000,1189.752,trunk
mgs2,mre2,2299644.563,2303793.490,300000000,1189.709,trunk
mre2,mgs2,2299644.563,2303793.490,300000000,1189.709,trunk
mr1,mre3,2316489.785,2317989.785,150000000,0.076,low_ul
mre3,mr1,2316489.785,2317989.785,10000000,0.076,low_dl
mr2,mre3,2325953.419,2327453.419,150000000,0.076,low_ul
mre3,mr2,2325953.419,2327453.419,10000000,0.076,low_dl
mgs1,mre1,2326154.830,2340554.830,300000000,1189.528,trunk
mre1,mgs1,2326154.830,2340554.830,300000000,1189.528,high_dl
mr1,mre1,2336260.464,2337000.075,150000000,0.054,low_ul
mre1,mr1,2336260.464,2337000.075,10000000,0.054,low_dl
mr1,mre3,2352901.162,2354401.162,150000000,0.076,low_ul
mre3,mr1,2352901.162,2354401.162,10000000,0.076,low_dl
mr2,mre3,2363228.825,2364728.825,150000000,0.076,low_ul
mre3,mr2,2363228.825,2364728.825,10000000,0.076,low_dl
mgs2,mre3,2363281.712,2377681.712,300000000,1189.266,trunk
mre3,mgs2,2363281.712,2377681.712,300000000,1189.266,high_dl
mr1,mre1,2374572.542,2375165.004,150000000,0.054,low_ul
mre1,mr1,2374572.542,2375165.004,10000000,0.054,low_dl
mr2,mre2,2378572.071,2379082.464,150000000,0.053,low_ul
mre2,mr2,2378572.071,2379082.464,10000000,0.053,low_dl
mgs2,mre2,2380147.548,2384353.261,300000000,1189.151,trunk
mre2,mgs2,2380147.548,2384353.261,300000000,1189.151,trunk
mgs2,mre2,2386856.127,2390206.658,300000000,1189.108,trunk
mre2,mgs2,2386856.127,2390206.658,300000000,1189.108,trunk
mr1,mre3,2390383.060,2391883.060,150000000,0.076,low_ul
mre3,mr1,2390383.060,2391883.060,10000000,0.076,low_dl
mr2,mre3,2401782.698,2403282.698,150000000,0.076,low_ul
mre3,mr2,2401782.698,2403282.698,10000000,0.076,low_dl
mgs1,mre1,2412539.065,2414909.000,300000000,1188.929,trunk
mgs1,mre1,2414911.000,2414984.000,300000000,1188.929,trunk
mgs1,mre1,2414985.000,2421941.000,300000000,1188.929,trunk
mgs1,mre1,2421945.000,2426939.065,300000000,1188.929,trunk
mre1,mgs1,2412539.065,2426939.065,300000000,1188.929,high_dl
mr1,mre1,2421510.346,2422079.343,150000000,0.054,low_ul
mre1,mr1,2421510.346,2422079.343,10000000,0.054,low_dl
mr2,mre2,2422847.301,2423359.894,150000000,0.053,low_ul
mre2,mr2,2422847.301,2423359.894,10000000,0.053,low_dl
mr1,mre3,2432879.343,2434379.343,150000000,0.076,low_ul
mre3,mr1,2432879.343,2434379.343,10000000,0.076,low_dl
mr2,mre3,2438301.275,2439801.275,150000000,0.076,low_ul
mre3,mr2,2438301.275,2439801.275,10000000,0.076,low_dl
mgs2,mre2,2449584.126,2451436.050,300000000,1188.660,trunk
mre2,mgs2,2449584.126,2451436.050,300000000,1188.660,trunk
mgs2,mre2,2453941.914,2458144.337,300000000,1188.642,trunk
mre2,mgs2,2453941.914,2458144.337,300000000,1188.642,trunk
mgs2,mre2,2460650.491,2464852.624,300000000,1188.592,trunk
mre2,mgs2,2460650.491,2464852.624,300000000,1188.592,trunk
mr1,mre3,2465272.385,2466772.385,150000000,0.076,low_ul
mre3,mr1,2465272.385,2466772.385,10000000,0.076,low_dl
mr2,mre2,2465796.785,2466311.367,150000000,0.053,low_ul
mre2,mr2,2465796.785,2466311.367,10000000,0.053,low_dl
mgs2,mre2,2467359.067,2471560.910,300000000,1188.546,trunk
mre2,mgs2,2467359.067,2471560.910,300000000,1188.546,trunk
mgs2,mre2,2474067.642,2476620.194,300000000,1188.503,trunk
mre2,mgs2,2474067.642,2476620.194,300000000,1188.503,trunk
mr2,mre3,2477780.557,2479280.557,150000000,0.076,low_ul
mre3,mr2,2477780.557,2479280.557,10000000,0.076,low_dl
mgs1,mre3,2498923.118,2513323.118,300000000,1188.342,trunk
mre3,mgs1,2498923.118,2513323.118,300000000,1188.342,high_dl
mr1,mre3,2504679.212,2506179.212,150000000,0.076,low_ul
mre3,mr1,2504679.212,2506179.212,10000000,0.076,low_dl
mr2,mre2,2510060.847,2510597.891,150000000,0.053,low_ul
mre2,mr2,2510060.847,2510597.891,10000000,0.053,low_dl
mr2,mre3,2521397.891,2522897.891,150000000,0.076,low_ul
mre3,mr2,2521397.891,2522897.891,10000000,0.076,low_dl
mgs2,mre2,2535885.142,2538643.805,300000000,1188.059,trunk
mre2,mgs2,2535885.142,2538643.805,300000000,1188.059,trunk
mr1,mre3,2540901.676,2542401.676,150000000,0.076,low_ul
mre3,mr1,2540901.676,2542401.676,10000000,0.076,low_dl
mgs2,mre2,2541153.393,2545352.102,300000000,1188.031,trunk
mre2,mgs2,2541153.393,2545352.102,300000000,1188.031,trunk
mgs2,mre2,2547861.967,2552060.398,300000000,1187.982,trunk
mre2,mgs2,2547861.967,2552060.398,300000000,1187.982,trunk
mr2,mre3,2552704.204,2554204.204,150000000,0.076,low_ul
mre3,mr2,2552704.204,2554204.204,10000000,0.076,low_dl
mgs2,mre2,2554570.539,2558768.694,300000000,1187.935,trunk
mre2,mgs2,2554570.539,2558768.694,300000000,1187.935,trunk
mr1,mre1,2559451.827,2559790.422,150000000,0.054,low_ul
mre1,mr1,2559451.827,2559790.422,10000000,0.054,low_dl
mr1,mre3,2579866.231,2581366.231,150000000,0.076,low_ul
mre3,mr1,2579866.231,2581366.231,10000000,0.076,low_dl
mgs1,mre3,2585308.026,2592000.000,300000000,1187.738,trunk
mre3,mgs1,2585308.026,2592000.000,300000000,1187.738,high_dl
mr2,mre3,2589562.273,2591062.273,150000000,0.076,low_ul
mre3,mr2,2589562.273,2591062.273,10000000,0.076,low_dl
