source,destination,contact_start(s),contact_end(s),data_rate(bps),delay(s),link_type # Simulation starting time: 2026-01-01T00:00:00 UTC
mre2,mgs2,468191.002,472536.728,300000000,1200.738,trunk
mr2,mre2,470598.814,471119.906,150000000,0.053,low_ul
mre2,mr2,470598.814,471119.906,10000000,0.053,low_dl
mr1,mre3,471341.506,482925.779,150000000,0.076,low_ul
mre3,mr1,471341.506,482925.779,10000000,0.076,low_dl
mgs2,mre1,472767.236,479045.679,300000000,1200.714,trunk
mre1,mgs2,472767.236,479045.679,300000000,1200.714,high_dl
mgs2,mre2,474899.662,479244.677,300000000,1200.701,trunk
mre2,mgs2,474899.662,479244.677,300000000,1200.701,trunk
mr1,mre1,475756.693,476474.582,150000000,0.054,low_ul
mre1,mr1,475756.693,476474.582,10000000,0.054,low_dl
mgs2,mre1,479862.210,486152.602,300000000,1200.678,trunk
mre1,mgs2,479862.210,486152.602,300000000,1200.678,high_dl
mr2,mre3,480756.818,492404.393,150000000,0.076,low_ul
mre3,mr2,480756.818,492404.393,10000000,0.076,low_dl
mgs2,mre2,481608.320,485952.626,300000000,1200.668,trunk
mre2,mgs2,481608.320,485952.626,300000000,1200.668,trunk
mgs2,mre1,486957.063,489286.353,300000000,1200.645,trunk
mre1,mgs2,486957.063,489286.353,300000000,1200.645,high_dl
mgs2,mre2,488316.977,489286.164,300000000,1200.638,trunk
mre2,mgs2,488316.977,489286.164,300000000,1200.638,trunk
mr2,mre1,492769.127,493459.862,150000000,0.054,low_ul
mre1,mr2,492769.127,493459.862,10000000,0.054,low_dl
mr1,mre2,497409.929,497938.132,150000000,0.053,low_ul
mre2,mr1,497409.929,497938.132,10000000,0.053,low_dl
mr1,mre3,507706.603,519310.746,150000000,0.076,low_ul
mre3,mr1,507706.603,519310.746,10000000,0.076,low_dl
mgs1,mre3,512149.584,556368.196,300000000,1200.508,trunk
mre3,mgs1,512149.584,556368.196,300000000,1200.508,high_dl
mgs1,mre2,512149.899,512784.381,300000000,1200.512,trunk
mre2,mgs1,512149.899,512784.381,300000000,1200.512,high_dl
mgs1,mre1,512149.951,514581.752,300000000,1200.508,trunk
mre1,mgs1,512149.951,514581.752,300000000,1200.508,high_dl
mr2,mre2,513632.524,513977.311,150000000,0.053,low_ul
mre2,mr2,513632.524,513977.311,10000000,0.053,low_dl
mr1,mre1,514019.097,514696.126,150000000,0.054,low_ul
mre1,mr1,514019.097,514696.126,10000000,0.054,low_dl
mgs1,mre2,515151.580,519492.340,300000000,1200.498,trunk
mre2,mgs1,515151.580,519492.340,300000000,1200.498,high_dl
mgs1,mre1,515334.902,521689.349,300000000,1200.499,trunk
mre1,mgs1,515334.902,521689.349,300000000,1200.499,high_dl
mr2,mre3,520083.168,531303.693,150000000,0.076,low_ul
mre3,mr2,520083.168,531303.693,10000000,0.076,low_dl
mgs1,mre2,521860.241,526200.301,300000000,1200.457,trunk
mre2,mgs1,521860.241,526200.301,300000000,1200.457,high_dl
mgs1,mre1,522429.088,528797.073,300000000,1200.455,trunk
mre1,mgs1,522429.088,528797.073,300000000,1200.455,high_dl
mgs1,mre2,528568.900,532908.263,300000000,1200.417,trunk
mre2,mgs1,528568.900,532908.263,300000000,1200.417,high_dl
mgs1,mre1,529523.138,535904.942,300000000,1200.413,trunk
mre1,mgs1,529523.138,535904.942,300000000,1200.413,high_dl
mgs1,mre2,535277.557,539616.226,300000000,1200.381,trunk
mre2,mgs1,535277.557,539616.226,300000000,1200.381,high_dl
mgs1,mre1,536617.033,543012.977,300000000,1200.376,trunk
mre1,mgs1,536617.033,543012.977,300000000,1200.376,high_dl
mr2,mre1,539688.325,540390.548,150000000,0.054,low_ul
mre1,mr2,539688.325,540390.548,10000000,0.054,low_dl
mr1,mre2,540382.573,540887.431,150000000,0.053,low_ul
mre2,mr1,540382.573,540887.431,10000000,0.053,low_dl
mgs1,mre2,541986.212,546324.188,300000000,1200.349,trunk
mre2,mgs1,541986.212,546324.188,300000000,1200.349,high_dl
mgs1,mre1,543710.749,550121.203,300000000,1200.343,trunk
mre1,mgs1,543710.749,550121.203,300000000,1200.343,high_dl
mr1,mre3,547098.505,558363.148,150000000,0.076,low_ul
mre3,mr1,547098.505,558363.148,10000000,0.076,low_dl
mgs1,mre2,548694.865,553032.149,300000000,1200.321,trunk
mre2,mgs1,548694.865,553032.149,300000000,1200.321,high_dl
mgs2,mre2,550641.272,553032.158,300000000,1200.305,trunk
mre2,mgs2,550641.272,553032.158,300000000,1200.305,trunk
mgs2,mre3,550641.910,575681.290,300000000,1200.327,trunk
mre3,mgs2,550641.910,575681.290,300000000,1200.327,high_dl
mgs2,mre1,550804.137,557229.852,300000000,1200.320,trunk
mre1,mgs2,550804.137,557229.852,300000000,1200.320,high_dl
mgs1,mre1,550804.263,556367.789,300000000,1200.314,trunk
mre1,mgs1,550804.263,556367.789,300000000,1200.314,high_dl
mgs1,mre2,555403.517,556367.933,300000000,1200.294,trunk
mre2,mgs1,555403.517,556367.933,300000000,1200.294,high_dl
mgs2,mre2,555403.548,559740.127,300000000,1200.292,trunk
mre2,mgs2,555403.548,559740.127,300000000,1200.292,trunk
mr2,mre3,556376.083,568316.170,150000000,0.076,low_ul
mre3,mr2,556376.083,568316.170,10000000,0.076,low_dl
mr2,mre2,557879.493,558300.334,150000000,0.053,low_ul
mre2,mr2,557879.493,558300.334,10000000,0.053,low_dl
mgs2,mre1,557897.469,564338.472,300000000,1200.279,trunk
mre1,mgs2,557897.469,564338.472,300000000,1200.279,high_dl
mr1,mre1,560942.572,561606.482,150000000,0.054,low_ul
mre1,mr1,560942.572,561606.482,10000000,0.054,low_dl
mgs2,mre2,562112.204,566448.096,300000000,1200.255,trunk
mre2,mgs2,562112.204,566448.096,300000000,1200.255,trunk
mgs2,mre1,564990.600,571447.310,300000000,1200.241,trunk
mre1,mgs2,564990.600,571447.310,300000000,1200.241,high_dl
mr1,mre1,568476.756,568561.416,150000000,0.054,low_ul
mre1,mr1,568476.756,568561.416,10000000,0.054,low_dl
mgs2,mre2,568820.858,573156.065,300000000,1200.221,trunk
mre2,mgs2,568820.858,573156.065,300000000,1200.221,trunk
mgs2,mre1,572083.501,575681.606,300000000,1200.207,trunk
mre1,mgs2,572083.501,575681.606,300000000,1200.207,high_dl
mgs2,mre2,575529.511,575681.211,300000000,1200.191,trunk
mre2,mgs2,575529.511,575681.211,300000000,1200.191,trunk
mr2,mre1,577922.230,578619.108,150000000,0.054,low_ul
mre1,mr2,577922.230,578619.108,10000000,0.054,low_dl
mr1,mre3,583331.589,595258.929,150000000,0.076,low_ul
mre3,mr1,583331.589,595258.929,10000000,0.076,low_dl
mr1,mre2,584634.432,585166.793,150000000,0.053,low_ul
mre2,mr1,584634.432,585166.793,10000000,0.053,low_dl
mr2,mre3,594037.393,605271.647,150000000,0.076,low_ul
mre3,mr2,594037.393,605271.647,10000000,0.076,low_dl
mgs1,mre3,598526.827,642716.128,300000000,1200.094,trunk
mre3,mgs1,598526.827,642716.128,300000000,1200.094,high_dl
mgs1,mre2,598527.036,599987.904,300000000,1200.059,trunk
mre2,mgs1,598527.036,599987.904,300000000,1200.059,high_dl
mgs1,mre1,598527.089,599885.604,300000000,1200.068,trunk
mre1,mgs1,598527.089,599885.604,300000000,1200.068,high_dl
mgs1,mre1,600452.033,606995.916,300000000,1200.060,trunk
mre1,mgs1,600452.033,606995.916,300000000,1200.060,high_dl
mgs1,mre2,602364.100,606695.883,300000000,1200.047,trunk
mre2,mgs1,602364.100,606695.883,300000000,1200.047,high_dl
mr1,mre1,606389.699,607088.250,150000000,0.054,low_ul
mre1,mr1,606389.699,607088.250,10000000,0.054,low_dl
mr2,mre2,607490.885,607876.165,150000000,0.053,low_ul
mre2,mr2,607490.885,607876.165,10000000,0.053,low_dl
mgs1,mre1,607543.465,614106.573,300000000,1200.015,trunk
mre1,mgs1,607543.465,614106.573,300000000,1200.015,high_dl
mgs1,mre2,609072.757,613403.864,300000000,1200.005,trunk
mre2,mgs1,609072.757,613403.864,300000000,1200.005,high_dl
mgs1,mre1,614634.544,621217.627,300000000,1199.973,trunk
mre1,mgs1,614634.544,621217.627,300000000,1199.973,high_dl
mgs1,mre2,615781.412,620111.847,300000000,1199.965,trunk
mre2,mgs1,615781.412,620111.847,300000000,1199.965,high_dl
mr1,mre3,621246.833,632524.235,150000000,0.076,low_ul
mre3,mr1,621246.833,632524.235,10000000,0.076,low_dl
mgs1,mre1,621725.215,628329.148,300000000,1199.934,trunk
mre1,mgs1,621725.215,628329.148,300000000,1199.934,high_dl
mgs1,mre2,622490.065,626819.830,300000000,1199.929,trunk
mre2,mgs1,622490.065,626819.830,300000000,1199.929,high_dl
mr2,mre1,624854.019,625538.525,150000000,0.054,low_ul
mre1,mr2,624854.019,625538.525,10000000,0.054,low_dl
mr1,mre2,627660.593,628055.935,150000000,0.053,low_ul
mre2,mr1,627660.593,628055.935,10000000,0.053,low_dl
mgs1,mre1,628815.405,635441.223,300000000,1199.900,trunk
mre1,mgs1,628815.405,635441.223,300000000,1199.900,high_dl
mgs1,mre2,629198.716,633527.812,300000000,1199.897,trunk
mre2,mgs1,629198.716,633527.812,300000000,1199.897,high_dl
mr2,mre3,632115.218,643935.432,150000000,0.076,low_ul
mre3,mr2,632115.218,643935.432,10000000,0.076,low_dl
mgs1,mre1,635905.031,642553.955,300000000,1199.869,trunk
mre1,mgs1,635905.031,642553.955,300000000,1199.869,high_dl
mgs1,mre2,635907.365,640235.792,300000000,1199.868,trunk
mre2,mgs1,635907.365,640235.792,300000000,1199.868,high_dl
mgs2,mre2,636971.615,640235.803,300000000,1199.860,trunk
mre2,mgs2,636971.615,640235.803,300000000,1199.860,trunk
mgs2,mre3,636971.625,662077.970,300000000,1199.841,trunk
mre3,mgs2,636971.625,662077.970,300000000,1199.841,high_dl
mgs2,mre1,636971.666,642554.262,300000000,1199.868,trunk
mre1,mgs2,636971.666,642554.262,300000000,1199.868,high_dl
mgs1,mre2,642616.013,642716.576,300000000,1199.841,trunk
mre2,mgs1,642616.013,642716.576,300000000,1199.841,high_dl
mgs2,mre2,642616.045,646943.792,300000000,1199.837,trunk
mre2,mgs2,642616.045,646943.792,300000000,1199.837,trunk
mgs2,mre1,642993.805,649667.693,300000000,1199.836,trunk
mre1,mgs2,642993.805,649667.693,300000000,1199.836,high_dl
mr2,mre2,645305.314,645343.115,150000000,0.053,low_ul
mre2,mr2,645305.314,645343.115,10000000,0.053,low_dl
mgs2,mre2,649324.697,653651.781,300000000,1199.800,trunk
mre2,mgs2,649324.697,653651.781,300000000,1199.800,trunk
mgs2,mre1,650082.084,656781.991,300000000,1199.797,trunk
mre1,mgs2,650082.084,656781.991,300000000,1199.797,high_dl
mr2,mre2,651796.709,652141.865,150000000,0.053,low_ul
mre2,mr2,651796.709,652141.865,10000000,0.053,low_dl
mr1,mre1,653298.459,654006.045,150000000,0.054,low_ul
mre1,mr1,653298.459,654006.045,10000000,0.054,low_dl
mgs2,mre2,656033.347,660359.769,300000000,1199.766,trunk
mre2,mgs2,656033.347,660359.769,300000000,1199.766,trunk
mgs2,mre1,657169.485,662077.905,300000000,1199.762,trunk
mre1,mgs2,657169.485,662077.905,300000000,1199.762,high_dl
mr1,mre3,659015.751,670888.948,150000000,0.076,low_ul
mre3,mr1,659015.751,670888.948,10000000,0.076,low_dl
mr2,mre3,668755.839,680095.721,150000000,0.076,low_ul
mre3,mr2,668755.839,680095.721,10000000,0.076,low_dl
mr2,mre1,670311.910,670987.446,150000000,0.054,low_ul
mre1,mr2,670311.910,670987.446,10000000,0.054,low_dl
mr1,mre2,671902.925,672357.815,150000000,0.053,low_ul
mre2,mr1,671902.925,672357.815,10000000,0.053,low_dl
mgs1,mre1,684904.665,685254.559,300000000,1199.618,trunk
mre1,mgs1,684904.665,685254.559,300000000,1199.618,high_dl
mgs1,mre2,684904.676,687191.689,300000000,1199.603,trunk
mre2,mgs1,684904.676,687191.689,300000000,1199.603,high_dl
mgs1,mre3,684905.003,729064.120,300000000,1199.612,trunk
mre3,mgs1,684905.003,729064.120,300000000,1199.612,high_dl
mgs1,mre1,685503.567,692380.059,300000000,1199.615,trunk
mre1,mgs1,685503.567,692380.059,300000000,1199.615,high_dl
mgs1,mre2,689576.571,693899.688,300000000,1199.587,trunk
mre2,mgs1,689576.571,693899.688,300000000,1199.587,high_dl
mr1,mre1,691548.426,692240.576,150000000,0.054,low_ul
mre1,mr1,691548.426,692240.576,10000000,0.054,low_dl
mgs1,mre1,692579.770,699514.162,300000000,1199.569,trunk
mre1,mgs1,692579.770,699514.162,300000000,1199.569,high_dl
mr2,mre2,694664.588,695163.994,150000000,0.053,low_ul
mre2,mr2,694664.588,695163.994,10000000,0.053,low_dl
mr1,mre3,695753.653,707069.760,150000000,0.076,low_ul
mre3,mr1,695753.653,707069.760,10000000,0.076,low_dl
mgs1,mre2,696285.224,700607.689,300000000,1199.544,trunk
mre2,mgs1,696285.224,700607.689,300000000,1199.544,high_dl
mgs1,mre1,699647.361,729064.294,300000000,1199.525,trunk
mre1,mgs1,699647.361,729064.294,300000000,1199.525,high_dl
mgs1,mre2,702993.875,707315.691,300000000,1199.505,trunk
mre2,mgs1,702993.875,707315.691,300000000,1199.505,high_dl
mr2,mre3,708136.895,719583.940,150000000,0.076,low_ul
mre3,mr2,708136.895,719583.940,10000000,0.076,low_dl
mgs1,mre2,709702.524,714023.693,300000000,1199.468,trunk
mre2,mgs1,709702.524,714023.693,300000000,1199.468,high_dl
mgs1,mre2,716411.171,720731.694,300000000,1199.436,trunk
mre2,mgs1,716411.171,720731.694,300000000,1199.436,high_dl
mr2,mre1,717231.660,717920.796,150000000,0.054,low_ul
mre1,mr2,717231.660,717920.796,10000000,0.054,low_dl
mr1,mre2,721565.510,721902.611,150000000,0.053,low_ul
mre2,mr1,721565.510,721902.611,10000000,0.053,low_dl
mgs1,mre2,723119.816,727439.694,300000000,1199.407,trunk
mre2,mgs1,723119.816,727439.694,300000000,1199.407,high_dl
mgs2,mre3,723299.692,748475.195,300000000,1199.401,trunk
mre3,mgs2,723299.692,748475.195,300000000,1199.401,high_dl
mgs2,mre2,723300.438,727439.706,300000000,1199.411,trunk
mre2,mgs2,723300.438,727439.706,300000000,1199.411,trunk
mgs2,mre1,723300.507,748475.179,300000000,1199.406,trunk
mre1,mgs2,723300.507,748475.179,300000000,1199.406,high_dl
mgs2,mre2,729828.492,734147.714,300000000,1199.374,trunk
mre2,mgs2,729828.492,734147.714,300000000,1199.374,trunk
mr1,mre3,735015.493,746531.538,150000000,0.076,low_ul
mre3,mr1,735015.493,746531.538,10000000,0.076,low_dl
mgs2,mre2,736537.141,740855.722,300000000,1199.336,trunk
mre2,mgs2,736537.141,740855.722,300000000,1199.336,trunk
mr1,mre1,738469.155,739150.127,150000000,0.054,low_ul
mre1,mr1,738469.155,739150.127,10000000,0.054,low_dl
mr2,mre2,738943.204,739440.016,150000000,0.053,low_ul
mre2,mr2,738943.204,739440.016,10000000,0.053,low_dl
mgs2,mre2,743245.787,747563.730,300000000,1199.302,trunk
mre2,mgs2,743245.787,747563.730,300000000,1199.302,trunk
mr2,mre3,744364.664,756079.918,150000000,0.076,low_ul
mre3,mr2,744364.664,756079.918,10000000,0.076,low_dl
mr2,mre1,755453.020,756161.758,150000000,0.054,low_ul
mre1,mr2,755453.020,756161.758,10000000,0.054,low_dl
mr1,mre2,759252.765,759474.680,150000000,0.053,low_ul
mre2,mr1,759252.765,759474.680,10000000,0.053,low_dl
mr1,mre2,765871.611,766152.661,150000000,0.053,low_ul
mre2,mr1,765871.611,766152.661,10000000,0.053,low_dl
mgs1,mre1,771282.824,815411.478,300000000,1199.156,trunk
mre1,mgs1,771282.824,815411.478,300000000,1199.156,high_dl
mgs1,mre2,771282.860,774395.728,300000000,1199.144,trunk
mre2,mgs1,771282.860,774395.728,300000000,1199.144,high_dl
mgs1,mre3,771283.127,815411.753,300000000,1199.124,trunk
mre3,mgs1,771283.127,815411.753,300000000,1199.124,high_dl
mr1,mre3,771315.181,782987.618,150000000,0.076,low_ul
mre3,mr1,771315.181,782987.618,10000000,0.076,low_dl
mgs1,mre2,776788.994,781103.746,300000000,1199.119,trunk
mre2,mgs1,776788.994,781103.746,300000000,1199.119,high_dl
mr2,mre2,781881.663,782401.837,150000000,0.053,low_ul
mre2,mr2,781881.663,782401.837,10000000,0.053,low_dl
mgs1,mre2,783497.642,787811.766,300000000,1199.076,trunk
mre2,mgs1,783497.642,787811.766,300000000,1199.076,high_dl
mr2,mre3,783505.466,794717.913,150000000,0.076,low_ul
mre3,mr2,783505.466,794717.913,10000000,0.076,low_dl
mr1,mre1,783932.001,784616.420,150000000,0.054,low_ul
mre1,mr1,783932.001,784616.420,10000000,0.054,low_dl
mgs1,mre2,790206.289,794519.787,300000000,1199.036,trunk
mre2,mgs1,790206.289,794519.787,300000000,1199.036,high_dl
mgs1,mre2,796914.934,801227.807,300000000,1199.000,trunk
mre2,mgs1,796914.934,801227.807,300000000,1199.000,high_dl
mr2,mre1,802382.324,803080.704,150000000,0.054,low_ul
mre1,mr2,802382.324,803080.704,10000000,0.054,low_dl
mgs1,mre2,803623.578,807935.827,300000000,1198.967,trunk
mre2,mgs1,803623.578,807935.827,300000000,1198.967,high_dl
mr1,mre2,808723.728,809207.553,150000000,0.053,low_ul
mre2,mr1,808723.728,809207.553,10000000,0.053,low_dl
mgs2,mre3,809627.551,834873.476,300000000,1198.969,trunk
mre3,mgs2,809627.551,834873.476,300000000,1198.969,high_dl
mgs2,mre1,809627.666,834873.596,300000000,1198.938,trunk
mre1,mgs2,809627.666,834873.596,300000000,1198.938,high_dl
mgs1,mre2,810332.219,814643.845,300000000,1198.938,trunk
mre2,mgs1,810332.219,814643.845,300000000,1198.938,high_dl
mgs2,mre2,810332.246,814643.859,300000000,1198.943,trunk
mre2,mgs2,810332.246,814643.859,300000000,1198.943,trunk
mr1,mre3,810580.116,821823.566,150000000,0.076,low_ul
mre3,mr1,810580.116,821823.566,10000000,0.076,low_dl
mgs2,mre2,817040.892,821351.885,300000000,1198.902,trunk
mre2,mgs2,817040.892,821351.885,300000000,1198.902,trunk
mr2,mre3,819973.895,831928.011,150000000,0.076,low_ul
mre3,mr2,819973.895,831928.011,10000000,0.076,low_dl
mgs2,mre2,823749.536,828059.912,300000000,1198.865,trunk
mre2,mgs2,823749.536,828059.912,300000000,1198.865,trunk
mr2,mre2,826147.597,826685.923,150000000,0.053,low_ul
mre2,mr2,826147.597,826685.923,10000000,0.053,low_dl
mgs2,mre2,830458.179,834767.937,300000000,1198.831,trunk
mre2,mgs2,830458.179,834767.937,300000000,1198.831,trunk
mr1,mre1,830841.392,831536.583,150000000,0.054,low_ul
mre1,mr1,830841.392,831536.583,10000000,0.054,low_dl
mr2,mre1,840869.301,841012.137,150000000,0.054,low_ul
mre1,mr2,840869.301,841012.137,10000000,0.054,low_dl
mr1,mre3,846924.504,858878.465,150000000,0.076,low_ul
mre3,mr1,846924.504,858878.465,10000000,0.076,low_dl
mr2,mre1,847855.824,848513.698,150000000,0.054,low_ul
mre1,mr2,847855.824,848513.698,10000000,0.054,low_dl
mr1,mre2,852995.707,853472.182,150000000,0.053,low_ul
mre2,mr1,852995.707,853472.182,10000000,0.053,low_dl
mr2,mre3,857349.995,868567.590,150000000,0.076,low_ul
mre3,mr2,857349.995,868567.590,10000000,0.076,low_dl
mgs1,mre3,857661.424,901757.703,300000000,1198.687,trunk
mre3,mgs1,857661.424,901757.703,300000000,1198.687,high_dl
mgs1,mre2,857661.600,861600.011,300000000,1198.682,trunk
mre2,mgs1,857661.600,861600.011,300000000,1198.682,high_dl
mgs1,mre1,857661.628,901757.760,300000000,1198.680,trunk
mre1,mgs1,857661.628,901757.760,300000000,1198.680,high_dl
mgs1,mre2,864001.368,868308.048,300000000,1198.643,trunk
mre2,mgs1,864001.368,868308.048,300000000,1198.643,high_dl
mr1,mre1,869078.753,869783.777,150000000,0.054,low_ul
mre1,mr1,869078.753,869783.777,10000000,0.054,low_dl
mr2,mre2,869136.745,869595.711,150000000,0.053,low_ul
mre2,mr2,869136.745,869595.711,10000000,0.053,low_dl
mgs1,mre2,870710.013,875016.086,300000000,1198.599,trunk
mre2,mgs1,870710.013,875016.086,300000000,1198.599,high_dl
mgs1,mre2,877418.656,881724.125,300000000,1198.559,trunk
mre2,mgs1,877418.656,881724.125,300000000,1198.559,high_dl
mgs1,mre2,884127.297,888432.164,300000000,1198.523,trunk
mre2,mgs1,884127.297,888432.164,300000000,1198.523,high_dl
mr1,mre3,884522.178,895783.034,150000000,0.076,low_ul
mre3,mr1,884522.178,895783.034,10000000,0.076,low_dl
mgs1,mre2,890835.936,895140.201,300000000,1198.490,trunk
mre2,mgs1,890835.936,895140.201,300000000,1198.490,high_dl
mr2,mre1,894776.253,895450.042,150000000,0.054,low_ul
mre1,mr2,894776.253,895450.042,10000000,0.054,low_dl
mr2,mre3,895776.335,907536.385,150000000,0.076,low_ul
mre3,mr2,895776.335,907536.385,10000000,0.076,low_dl
mr1,mre2,895931.923,896455.787,150000000,0.053,low_ul
mre2,mr1,895931.923,896455.787,10000000,0.053,low_dl
mgs2,mre1,895953.241,921273.354,300000000,1198.467,trunk
mre1,mgs2,895953.241,921273.354,300000000,1198.467,high_dl
mgs2,mre3,895953.879,921273.614,300000000,1198.472,trunk
mre3,mgs2,895953.879,921273.614,300000000,1198.472,high_dl
mgs1,mre2,897544.574,901757.584,300000000,1198.460,trunk
mre2,mgs1,897544.574,901757.584,300000000,1198.460,high_dl
mgs2,mre2,897544.602,901848.252,300000000,1198.464,trunk
mre2,mgs2,897544.602,901848.252,300000000,1198.464,trunk
mgs2,mre2,904253.244,908556.297,300000000,1198.423,trunk
mre2,mgs2,904253.244,908556.297,300000000,1198.423,trunk
mgs2,mre2,910961.884,915264.341,300000000,1198.385,trunk
mre2,mgs2,910961.884,915264.341,300000000,1198.385,trunk
mr2,mre2,913394.253,913895.696,150000000,0.053,low_ul
mre2,mr2,913394.253,913895.696,10000000,0.053,low_dl
mr1,mre1,915997.047,916692.663,150000000,0.054,low_ul
mre1,mr1,915997.047,916692.663,10000000,0.054,low_dl
mgs2,mre2,917670.523,921273.789,300000000,1198.351,trunk
mre2,mgs2,917670.523,921273.789,300000000,1198.351,trunk
mr1,mre3,922665.622,934484.998,150000000,0.076,low_ul
mre3,mr1,922665.622,934484.998,10000000,0.076,low_dl
mr2,mre3,932328.191,943729.687,150000000,0.076,low_ul
mre3,mr2,932328.191,943729.687,10000000,0.076,low_dl
mr2,mre1,932984.719,933703.252,150000000,0.054,low_ul
mre1,mr2,932984.719,933703.252,10000000,0.054,low_dl
mr1,mre2,940189.725,940727.261,150000000,0.053,low_ul
mre2,mr1,940189.725,940727.261,10000000,0.053,low_dl
mgs1,mre3,944040.813,988102.647,300000000,1198.227,trunk
mre3,mgs1,944040.813,988102.647,300000000,1198.227,high_dl
mgs1,mre1,944040.974,988103.110,300000000,1198.198,trunk
mre1,mgs1,944040.974,988103.110,300000000,1198.198,high_dl
mgs1,mre2,944505.053,948804.531,300000000,1198.204,trunk
mre2,mgs1,944505.053,948804.531,300000000,1198.204,high_dl
mgs1,mre2,951213.695,955512.586,300000000,1198.158,trunk
mre2,mgs1,951213.695,955512.586,300000000,1198.158,high_dl
mr2,mre2,956459.798,956716.077,150000000,0.053,low_ul
mre2,mr2,956459.798,956716.077,10000000,0.053,low_dl
mgs1,mre2,957922.336,962220.642,300000000,1198.115,trunk
mre2,mgs1,957922.336,962220.642,300000000,1198.115,high_dl
mr1,mre3,959305.720,970675.145,150000000,0.076,low_ul
mre3,mr1,959305.720,970675.145,10000000,0.076,low_dl
mr1,mre1,961475.392,962143.301,150000000,0.054,low_ul
mre1,mr1,961475.392,962143.301,10000000,0.054,low_dl
mr2,mre2,963149.457,963323.757,150000000,0.053,low_ul
mre2,mr2,963149.457,963323.757,10000000,0.053,low_dl
mgs1,mre2,964630.975,968928.698,300000000,1198.074,trunk
mre2,mgs1,964630.975,968928.698,300000000,1198.074,high_dl
mgs1,mre2,971339.612,975636.754,300000000,1198.038,trunk
mre2,mgs1,971339.612,975636.754,300000000,1198.038,high_dl
mr2,mre3,971788.168,983170.023,150000000,0.076,low_ul
mre3,mr2,971788.168,983170.023,10000000,0.076,low_dl
mgs1,mre2,978048.248,982344.809,300000000,1198.005,trunk
mre2,mgs1,978048.248,982344.809,300000000,1198.005,high_dl
mr2,mre1,979911.832,980621.883,150000000,0.054,low_ul
mre1,mr2,979911.832,980621.883,10000000,0.054,low_dl
mgs2,mre1,982277.447,1007674.443,300000000,1197.990,trunk
mre1,mgs2,982277.447,1007674.443,300000000,1197.990,high_dl
mgs2,mre3,982277.541,1007674.787,300000000,1197.962,trunk
mre3,mgs2,982277.541,1007674.787,300000000,1197.962,high_dl
mgs2,mre2,982277.574,982344.818,300000000,1197.992,trunk
mre2,mgs2,982277.574,982344.818,300000000,1197.992,trunk
mr1,mre2,983177.213,983660.914,150000000,0.053,low_ul
mre2,mr1,983177.213,983660.914,10000000,0.053,low_dl
mgs1,mre2,984756.882,988102.992,300000000,1197.974,trunk
mre2,mgs1,984756.882,988102.992,300000000,1197.974,high_dl
mgs2,mre2,984756.910,989052.879,300000000,1197.976,trunk
mre2,mgs2,984756.910,989052.879,300000000,1197.976,trunk
mgs2,mre2,991465.548,995760.941,300000000,1197.935,trunk
mre2,mgs2,991465.548,995760.941,300000000,1197.935,trunk
mgs2,mre2,998174.185,1002469.002,300000000,1197.897,trunk
mre2,mgs2,998174.185,1002469.002,300000000,1197.897,trunk
mr1,mre3,998679.426,1010129.147,150000000,0.076,low_ul
mre3,mr1,998679.426,1010129.147,10000000,0.076,low_dl
mr2,mre2,1000694.531,1001058.684,150000000,0.053,low_ul
mre2,mr2,1000694.531,1001058.684,10000000,0.053,low_dl
mgs2,mre2,1004882.820,1007674.554,300000000,1197.863,trunk
mre2,mgs2,1004882.820,1007674.554,300000000,1197.863,trunk
mr2,mre3,1007968.796,1019748.076,150000000,0.076,low_ul
mre3,mr2,1007968.796,1019748.076,10000000,0.076,low_dl
mr1,mre1,1008385.559,1009066.140,150000000,0.054,low_ul
mre1,mr1,1008385.559,1009066.140,10000000,0.054,low_dl
mr2,mre1,1018343.563,1018615.139,150000000,0.054,low_ul
mre1,mr2,1018343.563,1018615.139,10000000,0.054,low_dl
mr2,mre1,1025400.982,1026038.504,150000000,0.054,low_ul
mre1,mr2,1025400.982,1026038.504,10000000,0.054,low_dl
mr1,mre2,1027426.786,1027945.214,150000000,0.053,low_ul
mre2,mr1,1027426.786,1027945.214,10000000,0.053,low_dl
mgs1,mre1,1030420.678,1074447.634,300000000,1197.712,trunk
mre1,mgs1,1030420.678,1074447.634,300000000,1197.712,high_dl
mgs1,mre3,1030420.817,1074447.744,300000000,1197.705,trunk
mre3,mgs1,1030420.817,1074447.744,300000000,1197.705,high_dl
mgs1,mre2,1031717.336,1036009.280,300000000,1197.711,trunk
mre2,mgs1,1031717.336,1036009.280,300000000,1197.711,high_dl
mr1,mre3,1034921.643,1046660.528,150000000,0.076,low_ul
mre3,mr1,1034921.643,1046660.528,10000000,0.076,low_dl
mgs1,mre2,1038425.974,1042717.352,300000000,1197.666,trunk
mre2,mgs1,1038425.974,1042717.352,300000000,1197.666,high_dl
mgs1,mre2,1045134.612,1049425.425,300000000,1197.622,trunk
mre2,mgs1,1045134.612,1049425.425,300000000,1197.622,high_dl
mr1,mre1,1046610.015,1047325.796,150000000,0.054,low_ul
mre1,mr1,1046610.015,1047325.796,10000000,0.054,low_dl
mr2,mre3,1046849.963,1058071.991,150000000,0.076,low_ul
mre3,mr2,1046849.963,1058071.991,10000000,0.076,low_dl
mr2,mre2,1050253.476,1050686.409,150000000,0.053,low_ul
