source,destination,contact_start(s),contact_end(s),data_rate(bps),delay(s),link_type # Simulation starting time: 2026-01-01T00:00:00 UTC
lre1,lgw,2247886.645,2332357.844,150000000,0.225,prox
lgw,lre1,2247886.645,2332357.844,150000000,0.225,prox
lgw,lre1,2247886.645,2332357.844,150000000,0.225,prox
lre1,lgw,2247886.645,2332357.844,150000000,0.225,prox
lb,lre1,2253398.061,2324799.622,150000000,0.072,low_ul
lre1,lb,2253398.061,2324799.622,1000000000,0.072,high_dl
lgs1,lgw,2269972.665,2302019.148,300000000,1.305,low_ul
lgw,lgs1,2269972.665,2302019.148,100000000,1.305,high_dl
lgs1,lre1,2271094.575,2301684.298,300000000,1.253,low_ul
lre1,lgs1,2271094.575,2301684.298,100000000,1.253,high_dl
lgs1,lb,2271527.216,2301401.871,50000000,1.277,dwe_ul
lb,lgs1,2271527.216,2301401.871,250000000,1.277,dwe_dl
lgs2,lb,2292780.853,2341096.092,50000000,1.275,dwe_ul
lb,lgs2,2292780.853,2341096.092,250000000,1.275,dwe_dl
lgs2,lre2,2293179.678,2340649.047,300000000,1.281,low_ul
lre2,lgs2,2293179.678,2340649.047,100000000,1.281,high_dl
lgs2,lgw,2293516.442,2340511.587,300000000,1.294,low_ul
lgw,lgs2,2293516.442,2340511.587,1000000000,1.294,high_dl
lre2,lgw,2304314.074,2350682.899,150000000,0.160,prox
lgw,lre2,2304314.074,2350682.899,150000000,0.160,prox
lgw,lre2,2304314.074,2350682.899,150000000,0.160,prox
lre2,lgw,2304314.074,2350682.899,150000000,0.160,prox
lb,lre2,2311936.142,2383158.918,150000000,0.073,low_ul
lre2,lb,2311936.142,2383158.918,1000000000,0.073,high_dl
lrov,lre1,2314639.762,2331501.021,150000000,0.090,low_ul
lre1,lrov,2314639.762,2331501.021,1000000000,0.090,high_dl
lrov,lre2,2315628.109,2382297.391,150000000,0.080,low_ul
lre2,lrov,2315628.109,2382297.391,1000000000,0.080,high_dl
lgs3,lre1,2321278.575,2329792.463,300000000,1.289,low_ul
lre1,lgs3,2321278.575,2329792.463,100000000,1.289,high_dl
lgs3,lb,2321330.716,2368690.201,50000000,1.273,dwe_ul
lb,lgs3,2321330.716,2368690.201,250000000,1.273,dwe_dl
lgs3,lre2,2321375.866,2368721.299,300000000,1.288,low_ul
lre2,lgs3,2321375.866,2368721.299,100000000,1.288,high_dl
lgs3,lgw,2321414.507,2369083.770,300000000,1.282,low_ul
lgw,lgs3,2321414.507,2369083.770,100000000,1.282,high_dl
lgs3,lre1,2330769.327,2368186.302,300000000,1.273,low_ul
lre1,lgs3,2330769.327,2368186.302,100000000,1.273,high_dl
lre1,lgw,2334896.784,2592000.000,150000000,0.111,prox
lgw,lre1,2334896.784,2592000.000,150000000,0.111,prox
lgw,lre1,2334896.784,2592000.000,150000000,0.111,prox
lre1,lgw,2334896.784,2592000.000,150000000,0.111,prox
lb,lre1,2339778.955,2411173.141,150000000,0.072,low_ul
lre1,lb,2339778.955,2411173.141,1000000000,0.072,high_dl
lre2,lgw,2352697.547,2390654.451,150000000,0.115,prox
lgw,lre2,2352697.547,2390654.451,150000000,0.115,prox
lgw,lre2,2352697.547,2390654.451,150000000,0.115,prox
lre2,lgw,2352697.547,2390654.451,150000000,0.115,prox
lb,lgw,2360731.207,2592000.000,150000000,0.080,low_ul
lgw,lb,2360731.207,2592000.000,1000000000,0.080,high_dl
lgs1,lre1,2361870.899,2390918.208,300000000,1.245,low_ul
lre1,lgs1,2361870.899,2390918.208,100000000,1.245,high_dl
lgs1,lb,2362387.783,2390706.629,50000000,1.270,dwe_ul
lb,lgs1,2362387.783,2390706.629,250000000,1.270,dwe_dl
lgs1,lgw,2362771.441,2392219.859,300000000,1.273,low_ul
lgw,lgs1,2362771.441,2392219.859,100000000,1.273,high_dl
lgs2,lb,2382098.127,2431767.635,50000000,1.269,dwe_ul
lb,lgs2,2382098.127,2431767.635,250000000,1.269,dwe_dl
lgs2,lre2,2382413.378,2431198.872,300000000,1.278,low_ul
lre2,lgs2,2382413.378,2431198.872,100000000,1.278,high_dl
lgs2,lgw,2383320.163,2431288.260,300000000,1.278,low_ul
lgw,lgs2,2383320.163,2431288.260,1000000000,1.278,high_dl
lre2,lgw,2392853.727,2476608.255,150000000,0.154,prox
lgw,lre2,2392853.727,2476608.255,150000000,0.154,prox
lgw,lre2,2392853.727,2476608.255,150000000,0.154,prox
lre2,lgw,2392853.727,2476608.255,150000000,0.154,prox
lb,lre2,2398357.659,2469566.299,150000000,0.073,low_ul
lre2,lb,2398357.659,2469566.299,1000000000,0.073,high_dl
lrov,lre1,2407447.925,2417819.203,150000000,0.080,low_ul
lre1,lrov,2407447.925,2417819.203,1000000000,0.080,high_dl
lrov,lre2,2409784.623,2471915.596,150000000,0.091,low_ul
lre2,lrov,2409784.623,2471915.596,1000000000,0.091,high_dl
lgs3,lre1,2410791.317,2458655.497,300000000,1.280,low_ul
lre1,lgs3,2410791.317,2458655.497,100000000,1.280,high_dl
lgs3,lb,2410961.857,2459202.390,50000000,1.268,dwe_ul
lb,lgs3,2410961.857,2459202.390,250000000,1.268,dwe_dl
lgs3,lre2,2410973.614,2459175.184,300000000,1.279,low_ul
lre2,lgs3,2410973.614,2459175.184,100000000,1.279,high_dl
lgs3,lgw,2412582.411,2458618.763,300000000,1.287,low_ul
lgw,lgs3,2412582.411,2458618.763,100000000,1.287,high_dl
lrov,lgw,2413328.589,2592000.000,150000000,0.170,low_ul
lgw,lrov,2413328.589,2592000.000,1000000000,0.170,high_dl
lb,lre1,2426157.683,2497547.532,150000000,0.072,low_ul
lre1,lb,2426157.683,2497547.532,1000000000,0.072,high_dl
lgs1,lgw,2452116.514,2483170.618,300000000,1.299,low_ul
lgw,lgs1,2452116.514,2483170.618,100000000,1.299,high_dl
lgs1,lre1,2452462.198,2480759.567,300000000,1.240,low_ul
lre1,lgs1,2452462.198,2480759.567,100000000,1.240,high_dl
lgs1,lb,2453050.020,2480668.656,50000000,1.266,dwe_ul
lb,lgs1,2453050.020,2480668.656,250000000,1.266,dwe_dl
lgs2,lb,2472039.967,2522061.392,50000000,1.266,dwe_ul
lb,lgs2,2472039.967,2522061.392,250000000,1.266,dwe_dl
lgs2,lre2,2472211.866,2521401.728,300000000,1.275,low_ul
lre2,lgs2,2472211.866,2521401.728,100000000,1.275,high_dl
lgs2,lgw,2474364.966,2520341.504,300000000,1.306,low_ul
lgw,lgs2,2474364.966,2520341.504,1000000000,1.306,high_dl
lre2,lgw,2478541.579,2562794.484,150000000,0.243,prox
lgw,lre2,2478541.579,2562794.484,150000000,0.243,prox
lgw,lre2,2478541.579,2562794.484,150000000,0.243,prox
lre2,lgw,2478541.579,2562794.484,150000000,0.243,prox
lb,lre2,2484775.549,2555968.240,150000000,0.073,low_ul
lre2,lb,2484775.549,2555968.240,1000000000,0.073,high_dl
lrov,lre1,2500152.918,2503703.525,150000000,0.068,low_ul
lre1,lrov,2500152.918,2503703.525,1000000000,0.068,high_dl
lgs3,lre1,2500874.508,2548799.252,300000000,1.275,low_ul
lre1,lgs3,2500874.508,2548799.252,100000000,1.275,high_dl
lgs3,lre2,2501079.407,2549303.627,300000000,1.274,low_ul
lre2,lgs3,2501079.407,2549303.627,100000000,1.274,high_dl
lgs3,lb,2501119.973,2549364.411,50000000,1.266,dwe_ul
lb,lgs3,2501119.973,2549364.411,250000000,1.266,dwe_dl
lgs3,lgw,2503109.985,2547723.346,300000000,1.313,low_ul
lgw,lgs3,2503109.985,2547723.346,100000000,1.313,high_dl
lrov,lre2,2505189.632,2559956.007,150000000,0.099,low_ul
lre2,lrov,2505189.632,2559956.007,1000000000,0.099,high_dl
lb,lre1,2512535.350,2583924.108,150000000,0.071,low_ul
lre1,lb,2512535.350,2583924.108,1000000000,0.071,high_dl
lgs1,lgw,2541109.996,2573391.658,300000000,1.322,low_ul
lgw,lgs1,2541109.996,2573391.658,100000000,1.322,high_dl
lgs1,lre1,2542594.658,2571168.580,300000000,1.240,low_ul
lre1,lgs1,2542594.658,2571168.580,100000000,1.240,high_dl
lgs1,lb,2543206.742,2571226.317,50000000,1.266,dwe_ul
lb,lgs1,2543206.742,2571226.317,250000000,1.266,dwe_dl
lgs2,lre2,2562473.417,2592000.000,300000000,1.268,low_ul
lre2,lgs2,2562473.417,2592000.000,100000000,1.268,high_dl
lgs2,lb,2562517.916,2592000.000,50000000,1.267,dwe_ul
lb,lgs2,2562517.916,2592000.000,250000000,1.267,dwe_dl
lgs2,lgw,2564635.031,2592000.000,300000000,1.326,low_ul
lgw,lgs2,2564635.031,2592000.000,1000000000,1.326,high_dl
lre2,lgw,2564740.771,2592000.000,150000000,0.285,prox
lgw,lre2,2564740.771,2592000.000,150000000,0.285,prox
lgw,lre2,2564740.771,2592000.000,150000000,0.285,prox
lre2,lgw,2564740.771,2592000.000,150000000,0.285,prox
lb,lre2,2571188.864,2592000.000,150000000,0.073,low_ul
lre2,lb,2571188.864,2592000.000,1000000000,0.073,high_dl
lgs3,lre1,2591540.095,2592000.000,300000000,1.274,low_ul
lre1,lgs3,2591540.095,2592000.000,100000000,1.274,high_dl
lgs3,lre2,2591551.324,2592000.000,300000000,1.273,low_ul
lre2,lgs3,2591551.324,2592000.000,100000000,1.273,high_dl
lgs3,lb,2591654.010,2592000.000,50000000,1.268,dwe_ul
lb,lgs3,2591654.010,2592000.000,250000000,1.268,dwe_dl
