source,destination,contact_start(s),contact_end(s),data_rate(bps),delay(s),link_type 
lgs1,lgw,2096366.898,2126575.435,300000000,1.361,low_ul
lre2,lgs2,2116201.786,2159324.838,100000000,1.29,high_dl
lgs2,lre2,2116201.786,2159324.838,300000000,1.29,low_ul
lgw,lgs2,2126575.435,2158202.468,1000000000,1.356,high_dl
lgs2,lgw,2126575.435,2158202.468,300000000,1.356,low_ul
lrov,lre2,2135664.208,2195253.056,150000000,0.065,low_ul
lre2,lrov,2135664.208,2195253.056,1000000000,0.065,high_dl
lgw,lgs3,2158202.468,2186339.799,100000000,1.349,high_dl
lgs3,lgw,2158202.468,2186339.799,300000000,1.349,low_ul
lre2,lgs3,2159324.838,2187619.684,100000000,1.311,high_dl
lgs3,lre2,2159324.838,2187619.684,300000000,1.311,low_ul
lre1,lgs1,2180385.566,2212950.081,100000000,1.264,high_dl
lgs1,lre1,2180385.566,2212950.081,300000000,1.264,low_ul
lgw,lgs1,2186339.799,2214394.678,100000000,1.339,high_dl
lgs1,lgw,2186339.799,2214394.678,300000000,1.339,low_ul
lre2,lgs2,2204476.465,2249971.562,100000000,1.285,high_dl
lgs2,lre2,2204476.465,2249971.562,300000000,1.285,low_ul
lgw,lgs2,2214394.678,2248698.648,1000000000,1.33,high_dl
lgs2,lgw,2214394.678,2248698.648,300000000,1.33,low_ul
lrov,lre2,2224957.643,2289956.115,150000000,0.071,low_ul
lre2,lrov,2224957.643,2289956.115,1000000000,0.071,high_dl
lgw,lgs3,2248698.648,2276758.904,100000000,1.32,high_dl
lgs3,lgw,2248698.648,2276758.904,300000000,1.32,low_ul
lre2,lgs3,2250571.562,2278148.973,100000000,1.299,high_dl
lgs3,lre2,2250571.562,2278148.973,300000000,1.299,low_ul
lre1,lgs1,2271094.575,2301684.298,100000000,1.253,high_dl
lgs1,lre1,2271094.575,2301684.298,300000000,1.253,low_ul
lgw,lgs1,2276758.904,2302019.148,100000000,1.305,high_dl
lgs1,lgw,2276758.904,2302019.148,300000000,1.305,low_ul
lre2,lgs2,2293179.678,2321375.866,100000000,1.281,high_dl
lgs2,lre2,2293179.678,2321375.866,300000000,1.281,low_ul
lgw,lgs2,2302019.148,2340511.587,1000000000,1.294,high_dl
lgs2,lgw,2302019.148,2340511.587,300000000,1.294,low_ul
lrov,lre2,2315628.109,2382297.391,150000000,0.08,low_ul
lre2,lrov,2315628.109,2382297.391,1000000000,0.08,high_dl
lre2,lgs3,2321375.866,2368721.299,100000000,1.288,high_dl
lgs3,lre2,2321375.866,2368721.299,300000000,1.288,low_ul
lgw,lgs3,2340511.587,2369083.77,100000000,1.282,high_dl
lgs3,lgw,2340511.587,2369083.77,300000000,1.282,low_ul
lb,lre2,2342584.302,2360731.207,150000000,0.073,low_ul
lre2,lb,2342584.302,2360731.207,1000000000,0.073,high_dl
lb,lgw,2360731.207,2592000.0,150000000,0.08,low_ul
lgw,lb,2360731.207,2592000.0,1000000000,0.08,high_dl
lre1,lgs1,2361870.899,2390918.208,100000000,1.245,high_dl
lgs1,lre1,2361870.899,2390918.208,300000000,1.245,low_ul
lgw,lgs1,2369083.77,2392219.859,100000000,1.273,high_dl
lgs1,lgw,2369083.77,2392219.859,300000000,1.273,low_ul
lre2,lgs2,2382413.378,2410973.614,100000000,1.278,high_dl
lgs2,lre2,2382413.378,2410973.614,300000000,1.278,low_ul
lgw,lgs2,2392219.859,2431288.26,1000000000,1.278,high_dl
lgs2,lgw,2392219.859,2431288.26,300000000,1.278,low_ul
lrov,lre2,2409784.623,2471915.596,150000000,0.091,low_ul
lre2,lrov,2409784.623,2471915.596,1000000000,0.091,high_dl
lre2,lgs3,2410973.614,2459175.184,100000000,1.279,high_dl
lgs3,lre2,2410973.614,2459175.184,300000000,1.279,low_ul
lgw,lgs3,2431288.26,2458618.763,100000000,1.287,high_dl
lgs3,lgw,2431288.26,2458618.763,300000000,1.287,low_ul
lre1,lgs1,2452462.198,2480759.567,100000000,1.24,high_dl
lgs1,lre1,2452462.198,2480759.567,300000000,1.24,low_ul
lgw,lgs1,2458618.763,2483170.618,100000000,1.299,high_dl
lgs1,lgw,2458618.763,2483170.618,300000000,1.299,low_ul
lre2,lgs2,2472211.866,2501079.407,100000000,1.275,high_dl
lgs2,lre2,2472211.866,2501079.407,300000000,1.275,low_ul
lgw,lgs2,2483170.618,2520341.504,1000000000,1.306,high_dl
lgs2,lgw,2483170.618,2520341.504,300000000,1.306,low_ul
lre2,lgs3,2501079.407,2549303.627,100000000,1.274,high_dl
lgs3,lre2,2501079.407,2549303.627,300000000,1.274,low_ul
lgw,lgs3,2520341.504,2547723.346,100000000,1.313,high_dl
lgs3,lgw,2520341.504,2547723.346,300000000,1.313,low_ul
lre1,lgs1,2542594.658,2571168.58,100000000,1.24,high_dl
lgs1,lre1,2542594.658,2571168.58,300000000,1.24,low_ul
lgw,lgs1,2547723.346,2573391.658,100000000,1.322,high_dl
lgs1,lgw,2547723.346,2573391.658,300000000,1.322,low_ul
lre2,lgs2,2562473.417,2591551.324,100000000,1.268,high_dl
lgs2,lre2,2562473.417,2591551.324,300000000,1.268,low_ul
lgw,lgs2,2573391.658,2592000.0,1000000000,1.326,high_dl
lgs2,lgw,2573391.658,2592000.0,300000000,1.326,low_ul
