source,destination,contact_start(s),contact_end(s),data_rate(bps),delay(s),link_type # Simulation starting time: 2026-01-01T00:00:00 UTC
mre1,mgs2,465672.158,471938.865,4000000,1200.754,trunk
mgs1,mre1,465672.242,470018.607,1000000,1200.750,trunk
mre1,mgs1,465672.242,470018.607,4000000,1200.750,trunk
mgs1,mre2,468190.971,470018.537,1000000,1200.739,trunk
mre2,mgs1,468190.971,470018.537,4000000,1200.739,trunk
mgs2,mre2,468191.002,472536.728,1000000,1200.738,trunk
mre2,mgs2,468191.002,472536.728,4000000,1200.738,trunk
mr2,mre2,470598.814,471119.906,15000000,0.053,low_ul
mre2,mr2,470598.814,471119.906,1000000,0.053,low_dl
mr1,mre3,471341.506,482925.779,15000000,0.076,low_ul
mre3,mr1,471341.506,482925.779,1000000,0.076,low_dl
mgs2,mre1,472767.236,479045.679,1000000,1200.714,trunk
mre1,mgs2,472767.236,479045.679,4000000,1200.714,trunk
mgs2,mre2,474899.662,479244.677,1000000,1200.701,trunk
mre2,mgs2,474899.662,479244.677,4000000,1200.701,trunk
mr1,mre1,475756.693,476474.582,15000000,0.054,low_ul
mre1,mr1,475756.693,476474.582,1000000,0.054,low_dl
mgs2,mre1,479862.210,486152.602,1000000,1200.678,trunk
mre1,mgs2,479862.210,486152.602,4000000,1200.678,trunk
mr2,mre3,480756.818,492404.393,15000000,0.076,low_ul
mre3,mr2,480756.818,492404.393,1000000,0.076,low_dl
mgs2,mre2,481608.320,485952.626,1000000,1200.668,trunk
mre2,mgs2,481608.320,485952.626,4000000,1200.668,trunk
mgs2,mre1,486957.063,489286.353,1000000,1200.645,trunk
mre1,mgs2,486957.063,489286.353,4000000,1200.645,trunk
mgs2,mre2,488316.977,489286.164,1000000,1200.638,trunk
mre2,mgs2,488316.977,489286.164,4000000,1200.638,trunk
mr2,mre1,492769.127,493459.862,15000000,0.054,low_ul
mre1,mr2,492769.127,493459.862,1000000,0.054,low_dl
mr1,mre2,497409.929,497938.132,15000000,0.053,low_ul
mre2,mr1,497409.929,497938.132,1000000,0.053,low_dl
mr1,mre3,507706.603,519310.746,15000000,0.076,low_ul
mre3,mr1,507706.603,519310.746,1000000,0.076,low_dl
mgs1,mre3,512149.584,556368.196,1000000,1200.508,trunk
mre3,mgs1,512149.584,556368.196,4000000,1200.508,trunk
mgs1,mre2,512149.899,512784.381,1000000,1200.512,trunk
mre2,mgs1,512149.899,512784.381,4000000,1200.512,trunk
mgs1,mre1,512149.951,514581.752,1000000,1200.508,trunk
mre1,mgs1,512149.951,514581.752,4000000,1200.508,trunk
mr2,mre2,513632.524,513977.311,15000000,0.053,low_ul
mre2,mr2,513632.524,513977.311,1000000,0.053,low_dl
mr1,mre1,514019.097,514696.126,15000000,0.054,low_ul
mre1,mr1,514019.097,514696.126,1000000,0.054,low_dl
mgs1,mre2,515151.580,519492.340,1000000,1200.498,trunk
mre2,mgs1,515151.580,519492.340,4000000,1200.498,trunk
mgs1,mre1,515334.902,521689.349,1000000,1200.499,trunk
mre1,mgs1,515334.902,521689.349,4000000,1200.499,trunk
mr2,mre3,520083.168,531303.693,15000000,0.076,low_ul
mre3,mr2,520083.168,531303.693,1000000,0.076,low_dl
mgs1,mre2,521860.241,526200.301,1000000,1200.457,trunk
mre2,mgs1,521860.241,526200.301,4000000,1200.457,trunk
mgs1,mre1,522429.088,528797.073,1000000,1200.455,trunk
mre1,mgs1,522429.088,528797.073,4000000,1200.455,trunk
mgs1,mre2,528568.900,532908.263,1000000,1200.417,trunk
mre2,mgs1,528568.900,532908.263,4000000,1200.417,trunk
mgs1,mre1,529523.138,535904.942,1000000,1200.413,trunk
mre1,mgs1,529523.138,535904.942,4000000,1200.413,trunk
mgs1,mre2,535277.557,539616.226,1000000,1200.381,trunk
mre2,mgs1,535277.557,539616.226,4000000,1200.381,trunk
mgs1,mre1,536617.033,543012.977,1000000,1200.376,trunk
mre1,mgs1,536617.033,543012.977,4000000,1200.376,trunk
mr2,mre1,539688.325,540390.548,15000000,0.054,low_ul
mre1,mr2,539688.325,540390.548,1000000,0.054,low_dl
mr1,mre2,540382.573,540887.431,15000000,0.053,low_ul
mre2,mr1,540382.573,540887.431,1000000,0.053,low_dl
mgs1,mre2,541986.212,546324.188,1000000,1200.349,trunk
mre2,mgs1,541986.212,546324.188,4000000,1200.349,trunk
mgs1,mre1,543710.749,550121.203,1000000,1200.343,trunk
mre1,mgs1,543710.749,550121.203,4000000,1200.343,trunk
mr1,mre3,547098.505,558363.148,15000000,0.076,low_ul
mre3,mr1,547098.505,558363.148,1000000,0.076,low_dl
mgs1,mre2,548694.865,553032.149,1000000,1200.321,trunk
mre2,mgs1,548694.865,553032.149,4000000,1200.321,trunk
mgs2,mre2,550641.272,553032.158,1000000,1200.305,trunk
mre2,mgs2,550641.272,553032.158,4000000,1200.305,trunk
mgs2,mre3,550641.910,575681.290,1000000,1200.327,trunk
mre3,mgs2,550641.910,575681.290,4000000,1200.327,trunk
mgs2,mre1,550804.137,557229.852,1000000,1200.320,trunk
mre1,mgs2,550804.137,557229.852,4000000,1200.320,trunk
mgs1,mre1,550804.263,556367.789,1000000,1200.314,trunk
mre1,mgs1,550804.263,556367.789,4000000,1200.314,trunk
mgs1,mre2,555403.517,556367.933,1000000,1200.294,trunk
mre2,mgs1,555403.517,556367.933,4000000,1200.294,trunk
mgs2,mre2,555403.548,559740.127,1000000,1200.292,trunk
mre2,mgs2,555403.548,559740.127,4000000,1200.292,trunk
mr2,mre3,556376.083,568316.170,15000000,0.076,low_ul
mre3,mr2,556376.083,568316.170,1000000,0.076,low_dl
mr2,mre2,557879.493,558300.334,15000000,0.053,low_ul
mre2,mr2,557879.493,558300.334,1000000,0.053,low_dl
mgs2,mre1,557897.469,564338.472,1000000,1200.279,trunk
mre1,mgs2,557897.469,564338.472,4000000,1200.279,trunk
mr1,mre1,560942.572,561606.482,15000000,0.054,low_ul
mre1,mr1,560942.572,561606.482,1000000,0.054,low_dl
mgs2,mre2,562112.204,566448.096,1000000,1200.255,trunk
mre2,mgs2,562112.204,566448.096,4000000,1200.255,trunk
mgs2,mre1,564990.600,571447.310,1000000,1200.241,trunk
mre1,mgs2,564990.600,571447.310,4000000,1200.241,trunk
mr1,mre1,568476.756,568561.416,15000000,0.054,low_ul
mre1,mr1,568476.756,568561.416,1000000,0.054,low_dl
mgs2,mre2,568820.858,573156.065,1000000,1200.221,trunk
mre2,mgs2,568820.858,573156.065,4000000,1200.221,trunk
mgs2,mre1,572083.501,575681.606,1000000,1200.207,trunk
mre1,mgs2,572083.501,575681.606,4000000,1200.207,trunk
mgs2,mre2,575529.511,575681.211,1000000,1200.191,trunk
mre2,mgs2,575529.511,575681.211,4000000,1200.191,trunk
mr2,mre1,577922.230,578619.108,15000000,0.054,low_ul
mre1,mr2,577922.230,578619.108,1000000,0.054,low_dl
mr1,mre3,583331.589,595258.929,15000000,0.076,low_ul
mre3,mr1,583331.589,595258.929,1000000,0.076,low_dl
mr1,mre2,584634.432,585166.793,15000000,0.053,low_ul
mre2,mr1,584634.432,585166.793,1000000,0.053,low_dl
mr2,mre3,594037.393,605271.647,15000000,0.076,low_ul
mre3,mr2,594037.393,605271.647,1000000,0.076,low_dl
mgs1,mre3,598526.827,642716.128,1000000,1200.094,trunk
mre3,mgs1,598526.827,642716.128,4000000,1200.094,trunk
mgs1,mre2,598527.036,599987.904,1000000,1200.059,trunk
mre2,mgs1,598527.036,599987.904,4000000,1200.059,trunk
mgs1,mre1,598527.089,599885.604,1000000,1200.068,trunk
mre1,mgs1,598527.089,599885.604,4000000,1200.068,trunk
mgs1,mre1,600452.033,606995.916,1000000,1200.060,trunk
mre1,mgs1,600452.033,606995.916,4000000,1200.060,trunk
mgs1,mre2,602364.100,606695.883,1000000,1200.047,trunk
mre2,mgs1,602364.100,606695.883,4000000,1200.047,trunk
mr1,mre1,606389.699,607088.250,15000000,0.054,low_ul
mre1,mr1,606389.699,607088.250,1000000,0.054,low_dl
mr2,mre2,607490.885,607876.165,15000000,0.053,low_ul
mre2,mr2,607490.885,607876.165,1000000,0.053,low_dl
mgs1,mre1,607543.465,614106.573,1000000,1200.015,trunk
mre1,mgs1,607543.465,614106.573,4000000,1200.015,trunk
mgs1,mre2,609072.757,613403.864,1000000,1200.005,trunk
mre2,mgs1,609072.757,613403.864,4000000,1200.005,trunk
mgs1,mre1,614634.544,621217.627,1000000,1199.973,trunk
mre1,mgs1,614634.544,621217.627,4000000,1199.973,trunk
mgs1,mre2,615781.412,620111.847,1000000,1199.965,trunk
mre2,mgs1,615781.412,620111.847,4000000,1199.965,trunk
mr1,mre3,621246.833,632524.235,15000000,0.076,low_ul
mre3,mr1,621246.833,632524.235,1000000,0.076,low_dl
mgs1,mre1,621725.215,628329.148,1000000,1199.934,trunk
mre1,mgs1,621725.215,628329.148,4000000,1199.934,trunk
mgs1,mre2,622490.065,626819.830,1000000,1199.929,trunk
mre2,mgs1,622490.065,626819.830,4000000,1199.929,trunk
mr2,mre1,624854.019,625538.525,15000000,0.054,low_ul
mre1,mr2,624854.019,625538.525,1000000,0.054,low_dl
mr1,mre2,627660.593,628055.935,15000000,0.053,low_ul
mre2,mr1,627660.593,628055.935,1000000,0.053,low_dl
mgs1,mre1,628815.405,635441.223,1000000,1199.900,trunk
mre1,mgs1,628815.405,635441.223,4000000,1199.900,trunk
mgs1,mre2,629198.716,633527.812,1000000,1199.897,trunk
mre2,mgs1,629198.716,633527.812,4000000,1199.897,trunk
mr2,mre3,632115.218,643935.432,15000000,0.076,low_ul
mre3,mr2,632115.218,643935.432,1000000,0.076,low_dl
mgs1,mre1,635905.031,642553.955,1000000,1199.869,trunk
mre1,mgs1,635905.031,642553.955,4000000,1199.869,trunk
mgs1,mre2,635907.365,640235.792,1000000,1199.868,trunk
mre2,mgs1,635907.365,640235.792,4000000,1199.868,trunk
mgs2,mre2,636971.615,640235.803,1000000,1199.860,trunk
mre2,mgs2,636971.615,640235.803,4000000,1199.860,trunk
mgs2,mre3,636971.625,662077.970,1000000,1199.841,trunk
mre3,mgs2,636971.625,662077.970,4000000,1199.841,trunk
mgs2,mre1,636971.666,642554.262,1000000,1199.868,trunk
mre1,mgs2,636971.666,642554.262,4000000,1199.868,trunk
mgs1,mre2,642616.013,642716.576,1000000,1199.841,trunk
mre2,mgs1,642616.013,642716.576,4000000,1199.841,trunk
mgs2,mre2,642616.045,646943.792,1000000,1199.837,trunk
mre2,mgs2,642616.045,646943.792,4000000,1199.837,trunk
mgs2,mre1,642993.805,649667.693,1000000,1199.836,trunk
mre1,mgs2,642993.805,649667.693,4000000,1199.836,trunk
mr2,mre2,645305.314,645343.115,15000000,0.053,low_ul
mre2,mr2,645305.314,645343.115,1000000,0.053,low_dl
mgs2,mre2,649324.697,653651.781,1000000,1199.800,trunk
mre2,mgs2,649324.697,653651.781,4000000,1199.800,trunk
mgs2,mre1,650082.084,656781.991,1000000,1199.797,trunk
mre1,mgs2,650082.084,656781.991,4000000,1199.797,trunk
mr2,mre2,651796.709,652141.865,15000000,0.053,low_ul
mre2,mr2,651796.709,652141.865,1000000,0.053,low_dl
mr1,mre1,653298.459,654006.045,15000000,0.054,low_ul
mre1,mr1,653298.459,654006.045,1000000,0.054,low_dl
mgs2,mre2,656033.347,660359.769,1000000,1199.766,trunk
mre2,mgs2,656033.347,660359.769,4000000,1199.766,trunk
mgs2,mre1,657169.485,662077.905,1000000,1199.762,trunk
mre1,mgs2,657169.485,662077.905,4000000,1199.762,trunk
mr1,mre3,659015.751,670888.948,15000000,0.076,low_ul
mre3,mr1,659015.751,670888.948,1000000,0.076,low_dl
mr2,mre3,668755.839,680095.721,15000000,0.076,low_ul
mre3,mr2,668755.839,680095.721,1000000,0.076,low_dl
mr2,mre1,670311.910,670987.446,15000000,0.054,low_ul
mre1,mr2,670311.910,670987.446,1000000,0.054,low_dl
mr1,mre2,671902.925,672357.815,15000000,0.053,low_ul
mre2,mr1,671902.925,672357.815,1000000,0.053,low_dl
mgs1,mre1,684904.665,685254.559,1000000,1199.618,trunk
mre1,mgs1,684904.665,685254.559,4000000,1199.618,trunk
mgs1,mre2,684904.676,687191.689,1000000,1199.603,trunk
mre2,mgs1,684904.676,687191.689,4000000,1199.603,trunk
mgs1,mre3,684905.003,729064.120,1000000,1199.612,trunk
mre3,mgs1,684905.003,729064.120,4000000,1199.612,trunk
mgs1,mre1,685503.567,692380.059,1000000,1199.615,trunk
mre1,mgs1,685503.567,692380.059,4000000,1199.615,trunk
mgs1,mre2,689576.571,693899.688,1000000,1199.587,trunk
mre2,mgs1,689576.571,693899.688,4000000,1199.587,trunk
mr1,mre1,691548.426,692240.576,15000000,0.054,low_ul
mre1,mr1,691548.426,692240.576,1000000,0.054,low_dl
mgs1,mre1,692579.770,699514.162,1000000,1199.569,trunk
mre1,mgs1,692579.770,699514.162,4000000,1199.569,trunk
mr2,mre2,694664.588,695163.994,15000000,0.053,low_ul
mre2,mr2,694664.588,695163.994,1000000,0.053,low_dl
mr1,mre3,695753.653,707069.760,15000000,0.076,low_ul
mre3,mr1,695753.653,707069.760,1000000,0.076,low_dl
mgs1,mre2,696285.224,700607.689,1000000,1199.544,trunk
mre2,mgs1,696285.224,700607.689,4000000,1199.544,trunk
mgs1,mre1,699647.361,729064.294,1000000,1199.525,trunk
mre1,mgs1,699647.361,729064.294,4000000,1199.525,trunk
mgs1,mre2,702993.875,707315.691,1000000,1199.505,trunk
mre2,mgs1,702993.875,707315.691,4000000,1199.505,trunk
mr2,mre3,708136.895,719583.940,15000000,0.076,low_ul
mre3,mr2,708136.895,719583.940,1000000,0.076,low_dl
mgs1,mre2,709702.524,714023.693,1000000,1199.468,trunk
mre2,mgs1,709702.524,714023.693,4000000,1199.468,trunk
mgs1,mre2,716411.171,720731.694,1000000,1199.436,trunk
mre2,mgs1,716411.171,720731.694,4000000,1199.436,trunk
mr2,mre1,717231.660,717920.796,15000000,0.054,low_ul
mre1,mr2,717231.660,717920.796,1000000,0.054,low_dl
mr1,mre2,721565.510,721902.611,15000000,0.053,low_ul
mre2,mr1,721565.510,721902.611,1000000,0.053,low_dl
mgs1,mre2,723119.816,727439.694,1000000,1199.407,trunk
mre2,mgs1,723119.816,727439.694,4000000,1199.407,trunk
mgs2,mre3,723299.692,748475.195,1000000,1199.401,trunk
mre3,mgs2,723299.692,748475.195,4000000,1199.401,trunk
mgs2,mre2,723300.438,727439.706,1000000,1199.411,trunk
mre2,mgs2,723300.438,727439.706,4000000,1199.411,trunk
mgs2,mre1,723300.507,748475.179,1000000,1199.406,trunk
mre1,mgs2,723300.507,748475.179,4000000,1199.406,trunk
mgs2,mre2,729828.492,734147.714,1000000,1199.374,trunk
mre2,mgs2,729828.492,734147.714,4000000,1199.374,trunk
mr1,mre3,735015.493,746531.538,15000000,0.076,low_ul
mre3,mr1,735015.493,746531.538,1000000,0.076,low_dl
mgs2,mre2,736537.141,740855.722,1000000,1199.336,trunk
mre2,mgs2,736537.141,740855.722,4000000,1199.336,trunk
mr1,mre1,738469.155,739150.127,15000000,0.054,low_ul
mre1,mr1,738469.155,739150.127,1000000,0.054,low_dl
mr2,mre2,738943.204,739440.016,15000000,0.053,low_ul
mre2,mr2,738943.204,739440.016,1000000,0.053,low_dl
mgs2,mre2,743245.787,747563.730,1000000,1199.302,trunk
mre2,mgs2,743245.787,747563.730,4000000,1199.302,trunk
mr2,mre3,744364.664,756079.918,15000000,0.076,low_ul
mre3,mr2,744364.664,756079.918,1000000,0.076,low_dl
mr2,mre1,755453.020,756161.758,15000000,0.054,low_ul
mre1,mr2,755453.020,756161.758,1000000,0.054,low_dl
mr1,mre2,759252.765,759474.680,15000000,0.053,low_ul
mre2,mr1,759252.765,759474.680,1000000,0.053,low_dl
mr1,mre2,765871.611,766152.661,15000000,0.053,low_ul
mre2,mr1,765871.611,766152.661,1000000,0.053,low_dl
mgs1,mre1,771282.824,815411.478,1000000,1199.156,trunk
mre1,mgs1,771282.824,815411.478,4000000,1199.156,trunk
mgs1,mre2,771282.860,774395.728,1000000,1199.144,trunk
mre2,mgs1,771282.860,774395.728,4000000,1199.144,trunk
mgs1,mre3,771283.127,815411.753,1000000,1199.124,trunk
mre3,mgs1,771283.127,815411.753,4000000,1199.124,trunk
mr1,mre3,771315.181,782987.618,15000000,0.076,low_ul
mre3,mr1,771315.181,782987.618,1000000,0.076,low_dl
mgs1,mre2,776788.994,781103.746,1000000,1199.119,trunk
mre2,mgs1,776788.994,781103.746,4000000,1199.119,trunk
mr2,mre2,781881.663,782401.837,15000000,0.053,low_ul
mre2,mr2,781881.663,782401.837,1000000,0.053,low_dl
mgs1,mre2,783497.642,787811.766,1000000,1199.076,trunk
mre2,mgs1,783497.642,787811.766,4000000,1199.076,trunk
mr2,mre3,783505.466,794717.913,15000000,0.076,low_ul
mre3,mr2,783505.466,794717.913,1000000,0.076,low_dl
mr1,mre1,783932.001,784616.420,15000000,0.054,low_ul
mre1,mr1,783932.001,784616.420,1000000,0.054,low_dl
mgs1,mre2,790206.289,794519.787,1000000,1199.036,trunk
mre2,mgs1,790206.289,794519.787,4000000,1199.036,trunk
mgs1,mre2,796914.934,801227.807,1000000,1199.000,trunk
mre2,mgs1,796914.934,801227.807,4000000,1199.000,trunk
mr2,mre1,802382.324,803080.704,15000000,0.054,low_ul
mre1,mr2,802382.324,803080.704,1000000,0.054,low_dl
mgs1,mre2,803623.578,807935.827,1000000,1198.967,trunk
mre2,mgs1,803623.578,807935.827,4000000,1198.967,trunk
mr1,mre2,808723.728,809207.553,15000000,0.053,low_ul
mre2,mr1,808723.728,809207.553,1000000,0.053,low_dl
mgs2,mre3,809627.551,834873.476,1000000,1198.969,trunk
mre3,mgs2,809627.551,834873.476,4000000,1198.969,trunk
mgs2,mre1,809627.666,834873.596,1000000,1198.938,trunk
mre1,mgs2,809627.666,834873.596,4000000,1198.938,trunk
mgs1,mre2,810332.219,814643.845,1000000,1198.938,trunk
mre2,mgs1,810332.219,814643.845,4000000,1198.938,trunk
mgs2,mre2,810332.246,814643.859,1000000,1198.943,trunk
mre2,mgs2,810332.246,814643.859,4000000,1198.943,trunk
mr1,mre3,810580.116,821823.566,15000000,0.076,low_ul
mre3,mr1,810580.116,821823.566,1000000,0.076,low_dl
mgs2,mre2,817040.892,821351.885,1000000,1198.902,trunk
mre2,mgs2,817040.892,821351.885,4000000,1198.902,trunk
mr2,mre3,819973.895,831928.011,15000000,0.076,low_ul
mre3,mr2,819973.895,831928.011,1000000,0.076,low_dl
mgs2,mre2,823749.536,828059.912,1000000,1198.865,trunk
mre2,mgs2,823749.536,828059.912,4000000,1198.865,trunk
mr2,mre2,826147.597,826685.923,15000000,0.053,low_ul
mre2,mr2,826147.597,826685.923,1000000,0.053,low_dl
mgs2,mre2,830458.179,834767.937,1000000,1198.831,trunk
mre2,mgs2,830458.179,834767.937,4000000,1198.831,trunk
mr1,mre1,830841.392,831536.583,15000000,0.054,low_ul
mre1,mr1,830841.392,831536.583,1000000,0.054,low_dl
mr2,mre1,840869.301,841012.137,15000000,0.054,low_ul
mre1,mr2,840869.301,841012.137,1000000,0.054,low_dl
mr1,mre3,846924.504,858878.465,15000000,0.076,low_ul
mre3,mr1,846924.504,858878.465,1000000,0.076,low_dl
mr2,mre1,847855.824,848513.698,15000000,0.054,low_ul
mre1,mr2,847855.824,848513.698,1000000,0.054,low_dl
mr1,mre2,852995.707,853472.182,15000000,0.053,low_ul
mre2,mr1,852995.707,853472.182,1000000,0.053,low_dl
mr2,mre3,857349.995,868567.590,15000000,0.076,low_ul
mre3,mr2,857349.995,868567.590,1000000,0.076,low_dl
mgs1,mre3,857661.424,901757.703,1000000,1198.687,trunk
mre3,mgs1,857661.424,901757.703,4000000,1198.687,trunk
mgs1,mre2,857661.600,861600.011,1000000,1198.682,trunk
mre2,mgs1,857661.600,861600.011,4000000,1198.682,trunk
mgs1,mre1,857661.628,901757.760,1000000,1198.680,trunk
mre1,mgs1,857661.628,901757.760,4000000,1198.680,trunk
mgs1,mre2,864001.368,868308.048,1000000,1198.643,trunk
mre2,mgs1,864001.368,868308.048,4000000,1198.643,trunk
mr1,mre1,869078.753,869783.777,15000000,0.054,low_ul
mre1,mr1,869078.753,869783.777,1000000,0.054,low_dl
mr2,mre2,869136.745,869595.711,15000000,0.053,low_ul
mre2,mr2,869136.745,869595.711,1000000,0.053,low_dl
mgs1,mre2,870710.013,875016.086,1000000,1198.599,trunk
mre2,mgs1,870710.013,875016.086,4000000,1198.599,trunk
mgs1,mre2,877418.656,881724.125,1000000,1198.559,trunk
mre2,mgs1,877418.656,881724.125,4000000,1198.559,trunk
mgs1,mre2,884127.297,888432.164,1000000,1198.523,trunk
mre2,mgs1,884127.297,888432.164,4000000,1198.523,trunk
mr1,mre3,884522.178,895783.034,15000000,0.076,low_ul
mre3,mr1,884522.178,895783.034,1000000,0.076,low_dl
mgs1,mre2,890835.936,895140.201,1000000,1198.490,trunk
mre2,mgs1,890835.936,895140.201,4000000,1198.490,trunk
mr2,mre1,894776.253,895450.042,15000000,0.054,low_ul
mre1,mr2,894776.253,895450.042,1000000,0.054,low_dl
mr2,mre3,895776.335,907536.385,15000000,0.076,low_ul
mre3,mr2,895776.335,907536.385,1000000,0.076,low_dl
mr1,mre2,895931.923,896455.787,15000000,0.053,low_ul
mre2,mr1,895931.923,896455.787,1000000,0.053,low_dl
mgs2,mre1,895953.241,921273.354,1000000,1198.467,trunk
mre1,mgs2,895953.241,921273.354,4000000,1198.467,trunk
mgs2,mre3,895953.879,921273.614,1000000,1198.472,trunk
mre3,mgs2,895953.879,921273.614,4000000,1198.472,trunk
mgs1,mre2,897544.574,901757.584,1000000,1198.460,trunk
mre2,mgs1,897544.574,901757.584,4000000,1198.460,trunk
mgs2,mre2,897544.602,901848.252,1000000,1198.464,trunk
mre2,mgs2,897544.602,901848.252,4000000,1198.464,trunk
mgs2,mre2,904253.244,908556.297,1000000,1198.423,trunk
mre2,mgs2,904253.244,908556.297,4000000,1198.423,trunk
mgs2,mre2,910961.884,915264.341,1000000,1198.385,trunk
mre2,mgs2,910961.884,915264.341,4000000,1198.385,trunk
mr2,mre2,913394.253,913895.696,15000000,0.053,low_ul
mre2,mr2,913394.253,913895.696,1000000,0.053,low_dl
mr1,mre1,915997.047,916692.663,15000000,0.054,low_ul
mre1,mr1,915997.047,916692.663,1000000,0.054,low_dl
mgs2,mre2,917670.523,921273.789,1000000,1198.351,trunk
mre2,mgs2,917670.523,921273.789,4000000,1198.351,trunk
mr1,mre3,922665.622,934484.998,15000000,0.076,low_ul
mre3,mr1,922665.622,934484.998,1000000,0.076,low_dl
mr2,mre3,932328.191,943729.687,15000000,0.076,low_ul
mre3,mr2,932328.191,943729.687,1000000,0.076,low_dl
mr2,mre1,932984.719,933703.252,15000000,0.054,low_ul
mre1,mr2,932984.719,933703.252,1000000,0.054,low_dl
mr1,mre2,940189.725,940727.261,15000000,0.053,low_ul
mre2,mr1,940189.725,940727.261,1000000,0.053,low_dl
mgs1,mre3,944040.813,988102.647,1000000,1198.227,trunk
mre3,mgs1,944040.813,988102.647,4000000,1198.227,trunk
mgs1,mre1,944040.974,988103.110,1000000,1198.198,trunk
mre1,mgs1,944040.974,988103.110,4000000,1198.198,trunk
mgs1,mre2,944505.053,948804.531,1000000,1198.204,trunk
mre2,mgs1,944505.053,948804.531,4000000,1198.204,trunk
mgs1,mre2,951213.695,955512.586,1000000,1198.158,trunk
mre2,mgs1,951213.695,955512.586,4000000,1198.158,trunk
mr2,mre2,956459.798,956716.077,15000000,0.053,low_ul
mre2,mr2,956459.798,956716.077,1000000,0.053,low_dl
mgs1,mre2,957922.336,962220.642,1000000,1198.115,trunk
mre2,mgs1,957922.336,962220.642,4000000,1198.115,trunk
mr1,mre3,959305.720,970675.145,15000000,0.076,low_ul
mre3,mr1,959305.720,970675.145,1000000,0.076,low_dl
mr1,mre1,961475.392,962143.301,15000000,0.054,low_ul
mre1,mr1,961475.392,962143.301,1000000,0.054,low_dl
mr2,mre2,963149.457,963323.757,15000000,0.053,low_ul
mre2,mr2,963149.457,963323.757,1000000,0.053,low_dl
mgs1,mre2,964630.975,968928.698,1000000,1198.074,trunk
mre2,mgs1,964630.975,968928.698,4000000,1198.074,trunk
mgs1,mre2,971339.612,975636.754,1000000,1198.038,trunk
mre2,mgs1,971339.612,975636.754,4000000,1198.038,trunk
mr2,mre3,971788.168,983170.023,15000000,0.076,low_ul
mre3,mr2,971788.168,983170.023,1000000,0.076,low_dl
mgs1,mre2,978048.248,982344.809,1000000,1198.005,trunk
mre2,mgs1,978048.248,982344.809,4000000,1198.005,trunk
mr2,mre1,979911.832,980621.883,15000000,0.054,low_ul
mre1,mr2,979911.832,980621.883,1000000,0.054,low_dl
mgs2,mre1,982277.447,1007674.443,1000000,1197.990,trunk
mre1,mgs2,982277.447,1007674.443,4000000,1197.990,trunk
mgs2,mre3,982277.541,1007674.787,1000000,1197.962,trunk
mre3,mgs2,982277.541,1007674.787,4000000,1197.962,trunk
mgs2,mre2,982277.574,982344.818,1000000,1197.992,trunk
mre2,mgs2,982277.574,982344.818,4000000,1197.992,trunk
mr1,mre2,983177.213,983660.914,15000000,0.053,low_ul
mre2,mr1,983177.213,983660.914,1000000,0.053,low_dl
mgs1,mre2,984756.882,988102.992,1000000,1197.974,trunk
mre2,mgs1,984756.882,988102.992,4000000,1197.974,trunk
mgs2,mre2,984756.910,989052.879,1000000,1197.976,trunk
mre2,mgs2,984756.910,989052.879,4000000,1197.976,trunk
mgs2,mre2,991465.548,995760.941,1000000,1197.935,trunk
mre2,mgs2,991465.548,995760.941,4000000,1197.935,trunk
mgs2,mre2,998174.185,1002469.002,1000000,1197.897,trunk
mre2,mgs2,998174.185,1002469.002,4000000,1197.897,trunk
mr1,mre3,998679.426,1010129.147,15000000,0.076,low_ul
mre3,mr1,998679.426,1010129.147,1000000,0.076,low_dl
mr2,mre2,1000694.531,1001058.684,15000000,0.053,low_ul
mre2,mr2,1000694.531,1001058.684,1000000,0.053,low_dl
mgs2,mre2,1004882.820,1007674.554,1000000,1197.863,trunk
mre2,mgs2,1004882.820,1007674.554,4000000,1197.863,trunk
mr2,mre3,1007968.796,1019748.076,15000000,0.076,low_ul
mre3,mr2,1007968.796,1019748.076,1000000,0.076,low_dl
mr1,mre1,1008385.559,1009066.140,15000000,0.054,low_ul
mre1,mr1,1008385.559,1009066.140,1000000,0.054,low_dl
mr2,mre1,1018343.563,1018615.139,15000000,0.054,low_ul
mre1,mr2,1018343.563,1018615.139,1000000,0.054,low_dl
mr2,mre1,1025400.982,1026038.504,15000000,0.054,low_ul
mre1,mr2,1025400.982,1026038.504,1000000,0.054,low_dl
mr1,mre2,1027426.786,1027945.214,15000000,0.053,low_ul
mre2,mr1,1027426.786,1027945.214,1000000,0.053,low_dl
mgs1,mre1,1030420.678,1074447.634,1000000,1197.712,trunk
mre1,mgs1,1030420.678,1074447.634,4000000,1197.712,trunk
mgs1,mre3,1030420.817,1074447.744,1000000,1197.705,trunk
mre3,mgs1,1030420.817,1074447.744,4000000,1197.705,trunk
mgs1,mre2,1031717.336,1036009.280,1000000,1197.711,trunk
mre2,mgs1,1031717.336,1036009.280,4000000,1197.711,trunk
mr1,mre3,1034921.643,1046660.528,15000000,0.076,low_ul
mre3,mr1,1034921.643,1046660.528,1000000,0.076,low_dl
mgs1,mre2,1038425.974,1042717.352,1000000,1197.666,trunk
mre2,mgs1,1038425.974,1042717.352,4000000,1197.666,trunk
mgs1,mre2,1045134.612,1049425.425,1000000,1197.622,trunk
mre2,mgs1,1045134.612,1049425.425,4000000,1197.622,trunk
mr1,mre1,1046610.015,1047325.796,15000000,0.054,low_ul
mre1,mr1,1046610.015,1047325.796,1000000,0.054,low_dl
