source,destination,contact_start(s),contact_end(s),data_rate(bps),delay(s),link_type 
mr1,mre3,1374126.539,1375626.539,15000000,0.076,low_ul
mre3,mr1,1374126.539,1375626.539,1000000,0.076,low_dl
mgs1,mre1,1375942.942,1390342.942,1000000,1195.692,trunk
mre1,mgs1,1375942.942,1390342.942,4000000,1195.692,trunk
mr2,mre3,1384154.690,1385654.690,15000000,0.076,low_ul
mre3,mr2,1384154.690,1385654.690,1000000,0.076,low_dl
mr2,mre2,1399338.815,1399402.612,15000000,0.053,low_ul
mre2,mr2,1399338.815,1399402.612,1000000,0.053,low_dl
mr1,mre1,1401675.164,1402406.493,15000000,0.054,low_ul
mre1,mr1,1401675.164,1402406.493,1000000,0.054,low_dl
mr1,mre3,1413206.493,1414706.493,15000000,0.076,low_ul
mre3,mr1,1413206.493,1414706.493,1000000,0.076,low_dl
mgs2,mre3,1413877.889,1428277.889,1000000,1195.473,trunk
mre3,mgs2,1413877.889,1428277.889,4000000,1195.473,trunk
mr2,mre3,1423124.134,1424624.134,15000000,0.076,low_ul
mre3,mr2,1423124.134,1424624.134,1000000,0.076,low_dl
mgs2,mre2,1434234.989,1438495.529,1000000,1195.338,trunk
mre2,mgs2,1434234.989,1438495.529,4000000,1195.338,trunk
mr2,mre2,1443521.690,1443805.628,15000000,0.053,low_ul
mre2,mr2,1443521.690,1443805.628,1000000,0.053,low_dl
mr1,mre1,1448587.837,1449314.369,15000000,0.054,low_ul
mre1,mr1,1448587.837,1449314.369,1000000,0.054,low_dl
mr2,mre3,1459521.775,1461021.775,15000000,0.076,low_ul
mre3,mr2,1459521.775,1461021.775,1000000,0.076,low_dl
mr1,mre3,1460114.369,1461614.369,15000000,0.076,low_ul
mre3,mr1,1460114.369,1461614.369,1000000,0.076,low_dl
mgs1,mre3,1462324.443,1476724.443,1000000,1195.152,trunk
mre3,mgs1,1462324.443,1476724.443,4000000,1195.152,trunk
mr1,mre3,1486476.589,1487976.589,15000000,0.076,low_ul
mre3,mr1,1486476.589,1487976.589,1000000,0.076,low_dl
mr2,mre2,1493021.997,1493490.064,15000000,0.053,low_ul
mre2,mr2,1493021.997,1493490.064,1000000,0.053,low_dl
mgs2,mre3,1500194.659,1514594.659,1000000,1194.955,trunk
mre3,mgs2,1500194.659,1514594.659,4000000,1194.955,trunk
mr2,mre3,1504290.064,1505790.064,15000000,0.076,low_ul
mre3,mr2,1504290.064,1505790.064,1000000,0.076,low_dl
mgs2,mre2,1521447.012,1525701.433,1000000,1194.803,trunk
mre2,mgs2,1521447.012,1525701.433,4000000,1194.803,trunk
mr1,mre3,1525941.301,1527441.301,15000000,0.076,low_ul
mre3,mr1,1525941.301,1527441.301,1000000,0.076,low_dl
mr2,mre3,1535163.977,1536663.977,15000000,0.076,low_ul
mre3,mr2,1535163.977,1536663.977,1000000,0.076,low_dl
mr1,mre1,1541026.393,1541648.036,15000000,0.054,low_ul
mre1,mr1,1541026.393,1541648.036,1000000,0.054,low_dl
mgs1,mre3,1548706.164,1563106.164,1000000,1194.656,trunk
mre3,mgs1,1548706.164,1563106.164,4000000,1194.656,trunk
mr1,mre3,1562121.227,1563621.227,15000000,0.076,low_ul
mre3,mr1,1562121.227,1563621.227,1000000,0.076,low_dl
mr2,mre3,1573368.213,1574868.213,15000000,0.076,low_ul
mre3,mr2,1573368.213,1574868.213,1000000,0.076,low_dl
mr1,mre1,1579208.989,1579945.243,15000000,0.054,low_ul
mre1,mr1,1579208.989,1579945.243,1000000,0.054,low_dl
mgs2,mre3,1586509.170,1600909.170,1000000,1194.382,trunk
mre3,mgs2,1586509.170,1600909.170,4000000,1194.382,trunk
mr1,mre3,1600591.586,1602091.586,15000000,0.076,low_ul
mre3,mr1,1600591.586,1602091.586,1000000,0.076,low_dl
mgs2,mre2,1601950.378,1606199.354,1000000,1194.299,trunk
mre2,mgs2,1601950.378,1606199.354,4000000,1194.299,trunk
mgs2,mre2,1608658.988,1612508.450,1000000,1194.260,trunk
mre2,mgs2,1608658.988,1612508.450,4000000,1194.260,trunk
mr2,mre3,1610821.971,1612321.971,15000000,0.076,low_ul
mre3,mr2,1610821.971,1612321.971,1000000,0.076,low_dl
mr2,mre2,1624494.114,1625025.784,15000000,0.053,low_ul
mre2,mr2,1624494.114,1625025.784,1000000,0.053,low_dl
mr1,mre1,1626120.301,1626853.147,15000000,0.054,low_ul
mre1,mr1,1626120.301,1626853.147,1000000,0.054,low_dl
mgs1,mre1,1635088.726,1649488.726,1000000,1194.093,trunk
mre1,mgs1,1635088.726,1649488.726,4000000,1194.093,trunk
mr1,mre3,1637742.331,1639242.331,15000000,0.076,low_ul
mre3,mr1,1637742.331,1639242.331,1000000,0.076,low_dl
mr2,mre3,1647637.860,1649137.860,15000000,0.076,low_ul
mre3,mr2,1647637.860,1649137.860,1000000,0.076,low_dl
mr1,mre1,1664496.018,1664939.298,15000000,0.054,low_ul
mre1,mr1,1664496.018,1664939.298,1000000,0.054,low_dl
mr2,mre2,1667463.297,1667957.448,15000000,0.053,low_ul
mre2,mr2,1667463.297,1667957.448,1000000,0.053,low_dl
mgs2,mre3,1672821.676,1687221.676,1000000,1193.835,trunk
mre3,mgs2,1672821.676,1687221.676,4000000,1193.835,trunk
mr1,mre3,1675739.298,1677239.298,15000000,0.076,low_ul
mre3,mr1,1675739.298,1677239.298,1000000,0.076,low_dl
mr2,mre3,1686802.559,1688302.559,15000000,0.076,low_ul
mre3,mr2,1686802.559,1688302.559,1000000,0.076,low_dl
mgs2,mre2,1689162.312,1693405.609,1000000,1193.749,trunk
mre2,mgs2,1689162.312,1693405.609,4000000,1193.749,trunk
mgs2,mre2,1695870.919,1698916.655,1000000,1193.710,trunk
mre2,mgs2,1695870.919,1698916.655,4000000,1193.710,trunk
mr1,mre1,1711458.604,1711855.236,15000000,0.054,low_ul
mre1,mr1,1711458.604,1711855.236,1000000,0.054,low_dl
mr2,mre2,1711724.148,1712249.688,15000000,0.053,low_ul
mre2,mr2,1711724.148,1712249.688,1000000,0.053,low_dl
mgs1,mre1,1721471.024,1735871.024,1000000,1193.548,trunk
mre1,mgs1,1721471.024,1735871.024,4000000,1193.548,trunk
mr1,mre3,1722655.236,1724155.236,15000000,0.076,low_ul
mre3,mr1,1722655.236,1724155.236,1000000,0.076,low_dl
mr2,mre3,1723129.897,1724629.897,15000000,0.076,low_ul
mre3,mr2,1723129.897,1724629.897,1000000,0.076,low_dl
mr1,mre3,1750080.493,1751580.493,15000000,0.076,low_ul
mre3,mr1,1750080.493,1751580.493,1000000,0.076,low_dl
mr2,mre2,1754750.510,1755115.803,15000000,0.053,low_ul
mre2,mr2,1754750.510,1755115.803,1000000,0.053,low_dl
mgs2,mre3,1759133.886,1773533.886,1000000,1193.322,trunk
mre3,mgs2,1759133.886,1773533.886,4000000,1193.322,trunk
mr2,mre3,1765915.803,1767415.803,15000000,0.076,low_ul
mre3,mr2,1765915.803,1767415.803,1000000,0.076,low_dl
mgs2,mre2,1776374.201,1780612.039,1000000,1193.192,trunk
mre2,mgs2,1776374.201,1780612.039,4000000,1193.192,trunk
mgs2,mre2,1783082.804,1785325.540,1000000,1193.152,trunk
mre2,mgs2,1783082.804,1785325.540,4000000,1193.152,trunk
mr1,mre3,1789516.680,1791016.680,15000000,0.076,low_ul
mre3,mr1,1789516.680,1791016.680,1000000,0.076,low_dl
mr2,mre3,1798757.847,1800257.847,15000000,0.076,low_ul
mre3,mr2,1798757.847,1800257.847,1000000,0.076,low_dl
mr1,mre1,1803653.811,1804391.089,15000000,0.054,low_ul
mre1,mr1,1803653.811,1804391.089,1000000,0.054,low_dl
mgs1,mre3,1807853.582,1822253.582,1000000,1192.986,trunk
mre3,mgs1,1807853.582,1822253.582,4000000,1192.986,trunk
mr1,mre3,1825714.811,1827214.811,15000000,0.076,low_ul
mre3,mr1,1825714.811,1827214.811,1000000,0.076,low_dl
mr2,mre3,1836611.584,1838111.584,15000000,0.076,low_ul
mre3,mr2,1836611.584,1838111.584,1000000,0.076,low_dl
mr1,mre1,1842010.990,1842500.341,15000000,0.054,low_ul
mre1,mr1,1842010.990,1842500.341,1000000,0.054,low_dl
mgs2,mre2,1845444.695,1847694.017,1000000,1192.735,trunk
mre2,mgs2,1845444.695,1847694.017,4000000,1192.735,trunk
mgs2,mre2,1850168.840,1854402.224,1000000,1192.716,trunk
mre2,mgs2,1850168.840,1854402.224,4000000,1192.716,trunk
mgs2,mre2,1856877.442,1861110.432,1000000,1192.670,trunk
mre2,mgs2,1856877.442,1861110.432,4000000,1192.670,trunk
mgs2,mre2,1863586.044,1867818.638,1000000,1192.627,trunk
mre2,mgs2,1863586.044,1867818.638,4000000,1192.627,trunk
mr1,mre3,1863834.549,1865334.549,15000000,0.076,low_ul
mre3,mr1,1863834.549,1865334.549,1000000,0.076,low_dl
mr2,mre3,1874463.136,1875963.136,15000000,0.076,low_ul
mre3,mr2,1874463.136,1875963.136,1000000,0.076,low_dl
mr1,mre1,1888965.694,1889416.810,15000000,0.054,low_ul
mre1,mr1,1888965.694,1889416.810,1000000,0.054,low_dl
mr2,mre2,1892937.170,1893257.965,15000000,0.053,low_ul
mre2,mr2,1892937.170,1893257.965,1000000,0.053,low_dl
mgs1,mre3,1894236.645,1908636.645,1000000,1192.454,trunk
mre3,mgs1,1894236.645,1908636.645,4000000,1192.454,trunk
mr1,mre3,1901370.942,1902870.942,15000000,0.076,low_ul
mre3,mr1,1901370.942,1902870.942,1000000,0.076,low_dl
mr2,mre3,1911162.963,1912662.963,15000000,0.076,low_ul
mre3,mr2,1911162.963,1912662.963,1000000,0.076,low_dl
mgs2,mre2,1931754.202,1934900.744,1000000,1192.175,trunk
mre2,mgs2,1931754.202,1934900.744,4000000,1192.175,trunk
mr1,mre1,1934279.047,1935019.659,15000000,0.054,low_ul
mre1,mr1,1934279.047,1935019.659,1000000,0.054,low_dl
mr2,mre2,1935795.103,1936288.500,15000000,0.053,low_ul
mre2,mr2,1935795.103,1936288.500,1000000,0.053,low_dl
mgs2,mre2,1937380.644,1941608.964,1000000,1192.145,trunk
mre2,mgs2,1937380.644,1941608.964,4000000,1192.145,trunk
mgs2,mre2,1944089.243,1948317.184,1000000,1192.099,trunk
mre2,mgs2,1944089.243,1948317.184,4000000,1192.099,trunk
mr1,mre3,1945819.659,1947319.659,15000000,0.076,low_ul
mre3,mr1,1945819.659,1947319.659,1000000,0.076,low_dl
mr2,mre3,1950476.548,1951976.548,15000000,0.076,low_ul
mre3,mr2,1950476.548,1951976.548,1000000,0.076,low_dl
mgs2,mre2,1950797.840,1955025.403,1000000,1192.056,trunk
mre2,mgs2,1950797.840,1955025.403,4000000,1192.056,trunk
mr1,mre3,1977350.885,1978850.885,15000000,0.076,low_ul
mre3,mr1,1977350.885,1978850.885,1000000,0.076,low_dl
mr2,mre2,1980075.367,1980563.911,15000000,0.053,low_ul
mre2,mr2,1980075.367,1980563.911,1000000,0.053,low_dl
mgs1,mre1,1980620.143,1995020.143,1000000,1191.857,trunk
mre1,mgs1,1980620.143,1995020.143,4000000,1191.857,trunk
mr2,mre3,1991363.911,1992863.911,15000000,0.076,low_ul
mre3,mr2,1991363.911,1992863.911,1000000,0.076,low_dl
mr1,mre3,2013688.701,2015188.701,15000000,0.076,low_ul
mre3,mr1,2013688.701,2015188.701,1000000,0.076,low_dl
mgs2,mre3,2018061.679,2032461.679,1000000,1191.600,trunk
mre3,mgs2,2018061.679,2032461.679,4000000,1191.600,trunk
mr2,mre2,2023008.789,2023530.311,15000000,0.053,low_ul
mre2,mr2,2023008.789,2023530.311,1000000,0.053,low_dl
mr1,mre1,2026767.070,2027269.106,15000000,0.054,low_ul
mre1,mr1,2026767.070,2027269.106,1000000,0.054,low_dl
mr2,mre3,2034330.311,2035830.311,15000000,0.076,low_ul
mre3,mr2,2034330.311,2035830.311,1000000,0.076,low_dl
mgs2,mre2,2038009.591,2042232.327,1000000,1191.478,trunk
mre2,mgs2,2038009.591,2042232.327,4000000,1191.478,trunk
mr1,mre3,2053037.241,2054537.241,15000000,0.076,low_ul
mre3,mr1,2053037.241,2054537.241,1000000,0.076,low_dl
mr2,mre3,2062353.110,2063853.110,15000000,0.076,low_ul
mre3,mr2,2062353.110,2063853.110,1000000,0.076,low_dl
mr1,mre1,2066477.385,2066973.983,15000000,0.054,low_ul
mre1,mr1,2066477.385,2066973.983,1000000,0.054,low_dl
mgs1,mre3,2067003.639,2081403.639,1000000,1191.260,trunk
mre3,mgs1,2067003.639,2081403.639,4000000,1191.260,trunk
mr1,mre3,2089307.000,2090807.000,15000000,0.076,low_ul
mre3,mr1,2089307.000,2090807.000,1000000,0.076,low_dl
mr2,mre3,2099892.096,2101392.096,15000000,0.076,low_ul
mre3,mr2,2099892.096,2101392.096,1000000,0.076,low_dl
mgs2,mre3,2104369.018,2118769.018,1000000,1191.058,trunk
mre3,mgs2,2104369.018,2118769.018,4000000,1191.058,trunk
mr1,mre1,2111815.269,2112555.344,15000000,0.054,low_ul
mre1,mr1,2111815.269,2112555.344,1000000,0.054,low_dl
mgs2,mre2,2125221.295,2129439.406,1000000,1190.894,trunk
mre2,mgs2,2125221.295,2129439.406,4000000,1190.894,trunk
mr1,mre3,2127088.049,2128588.049,15000000,0.076,low_ul
mre3,mr1,2127088.049,2128588.049,1000000,0.076,low_dl
mr2,mre3,2138117.276,2139617.276,15000000,0.076,low_ul
mre3,mr2,2138117.276,2139617.276,1000000,0.076,low_dl
mgs1,mre3,2153386.819,2167786.819,1000000,1190.711,trunk
mre3,mgs1,2153386.819,2167786.819,4000000,1190.711,trunk
mr2,mre2,2154518.303,2155026.575,15000000,0.053,low_ul
mre2,mr2,2154518.303,2155026.575,1000000,0.053,low_dl
mr1,mre1,2158723.899,2159464.543,15000000,0.054,low_ul
mre1,mr1,2158723.899,2159464.543,1000000,0.054,low_dl
mr1,mre3,2170264.543,2171764.543,15000000,0.076,low_ul
mre3,mr1,2170264.543,2171764.543,1000000,0.076,low_dl
mr2,mre3,2174720.391,2176220.391,15000000,0.076,low_ul
mre3,mr2,2174720.391,2176220.391,1000000,0.076,low_dl
mgs2,mre3,2190675.137,2205075.137,1000000,1190.460,trunk
mre3,mgs2,2190675.137,2205075.137,4000000,1190.460,trunk
mr1,mre1,2197049.843,2197612.594,15000000,0.054,low_ul
mre1,mr1,2197049.843,2197612.594,1000000,0.054,low_dl
mr2,mre2,2197572.417,2197860.083,15000000,0.053,low_ul
mre2,mr2,2197572.417,2197860.083,1000000,0.053,low_dl
mgs2,mre2,2205724.366,2209938.384,1000000,1190.347,trunk
mre2,mgs2,2205724.366,2209938.384,4000000,1190.347,trunk
mr1,mre3,2208412.594,2209912.594,15000000,0.076,low_ul
mre3,mr1,2208412.594,2209912.594,1000000,0.076,low_dl
mgs2,mre2,2212432.953,2216646.637,1000000,1190.305,trunk
mre2,mgs2,2212432.953,2216646.637,4000000,1190.305,trunk
mr2,mre3,2214138.843,2215638.843,15000000,0.076,low_ul
mre3,mr2,2214138.843,2215638.843,1000000,0.076,low_dl
mgs1,mre1,2239770.925,2254170.925,1000000,1190.120,trunk
mre1,mgs1,2239770.925,2254170.925,4000000,1190.120,trunk
mr1,mre3,2241021.704,2242521.704,15000000,0.076,low_ul
mre3,mr1,2241021.704,2242521.704,1000000,0.076,low_dl
mr2,mre2,2241812.073,2242195.405,15000000,0.053,low_ul
mre2,mr2,2241812.073,2242195.405,1000000,0.053,low_dl
mr2,mre3,2252995.405,2254495.405,15000000,0.076,low_ul
mre3,mr2,2252995.405,2254495.405,1000000,0.076,low_dl
mgs2,mre3,2276978.920,2291378.920,1000000,1189.839,trunk
mre3,mgs2,2276978.920,2291378.920,4000000,1189.839,trunk
mr1,mre3,2277296.775,2278796.775,15000000,0.076,low_ul
mre3,mr1,2277296.775,2278796.775,1000000,0.076,low_dl
mr2,mre3,2289389.303,2290889.303,15000000,0.076,low_ul
mre3,mr2,2289389.303,2290889.303,1000000,0.076,low_dl
mgs2,mre2,2292935.981,2297145.751,1000000,1189.752,trunk
mre2,mgs2,2292935.981,2297145.751,4000000,1189.752,trunk
mgs2,mre2,2299644.563,2303793.490,1000000,1189.709,trunk
mre2,mgs2,2299644.563,2303793.490,4000000,1189.709,trunk
mr1,mre3,2316489.785,2317989.785,15000000,0.076,low_ul
mre3,mr1,2316489.785,2317989.785,1000000,0.076,low_dl
mr2,mre3,2325953.419,2327453.419,15000000,0.076,low_ul
mre3,mr2,2325953.419,2327453.419,1000000,0.076,low_dl
mgs1,mre1,2326154.830,2340554.830,1000000,1189.528,trunk
mre1,mgs1,2326154.830,2340554.830,4000000,1189.528,trunk
mr1,mre1,2336260.464,2337000.075,15000000,0.054,low_ul
mre1,mr1,2336260.464,2337000.075,1000000,0.054,low_dl
mr1,mre3,2352901.162,2354401.162,15000000,0.076,low_ul
mre3,mr1,2352901.162,2354401.162,1000000,0.076,low_dl
mr2,mre3,2363228.825,2364728.825,15000000,0.076,low_ul
mre3,mr2,2363228.825,2364728.825,1000000,0.076,low_dl
mgs2,mre3,2363281.712,2377681.712,1000000,1189.266,trunk
mre3,mgs2,2363281.712,2377681.712,4000000,1189.266,trunk
mr1,mre1,2374572.542,2375165.004,15000000,0.054,low_ul
mre1,mr1,2374572.542,2375165.004,1000000,0.054,low_dl
mr2,mre2,2378572.071,2379082.464,15000000,0.053,low_ul
mre2,mr2,2378572.071,2379082.464,1000000,0.053,low_dl
mgs2,mre2,2380147.548,2384353.261,1000000,1189.151,trunk
mre2,mgs2,2380147.548,2384353.261,4000000,1189.151,trunk
mgs2,mre2,2386856.127,2390206.658,1000000,1189.108,trunk
mre2,mgs2,2386856.127,2390206.658,4000000,1189.108,trunk
mr1,mre3,2390383.060,2391883.060,15000000,0.076,low_ul
mre3,mr1,2390383.060,2391883.060,1000000,0.076,low_dl
mr2,mre3,2401782.698,2403282.698,15000000,0.076,low_ul
mre3,mr2,2401782.698,2403282.698,1000000,0.076,low_dl
mgs1,mre1,2412539.065,2426939.065,1000000,1188.929,trunk
mre1,mgs1,2412539.065,2426939.065,4000000,1188.929,trunk
mr1,mre1,2421510.346,2422079.343,15000000,0.054,low_ul
mre1,mr1,2421510.346,2422079.343,1000000,0.054,low_dl
mr2,mre2,2422847.301,2423359.894,15000000,0.053,low_ul
mre2,mr2,2422847.301,2423359.894,1000000,0.053,low_dl
mr1,mre3,2432879.343,2434379.343,15000000,0.076,low_ul
mre3,mr1,2432879.343,2434379.343,1000000,0.076,low_dl
mr2,mre3,2438301.275,2439801.275,15000000,0.076,low_ul
mre3,mr2,2438301.275,2439801.275,1000000,0.076,low_dl
mgs2,mre2,2449584.126,2451436.050,1000000,1188.660,trunk
mre2,mgs2,2449584.126,2451436.050,4000000,1188.660,trunk
mgs2,mre2,2453941.914,2458144.337,1000000,1188.642,trunk
mre2,mgs2,2453941.914,2458144.337,4000000,1188.642,trunk
mgs2,mre2,2460650.491,2464852.624,1000000,1188.592,trunk
mre2,mgs2,2460650.491,2464852.624,4000000,1188.592,trunk
mr1,mre3,2465272.385,2466772.385,15000000,0.076,low_ul
mre3,mr1,2465272.385,2466772.385,1000000,0.076,low_dl
mr2,mre2,2465796.785,2466311.367,15000000,0.053,low_ul
mre2,mr2,2465796.785,2466311.367,1000000,0.053,low_dl
mgs2,mre2,2467359.067,2471560.910,1000000,1188.546,trunk
mre2,mgs2,2467359.067,2471560.910,4000000,1188.546,trunk
mgs2,mre2,2474067.642,2476620.194,1000000,1188.503,trunk
mre2,mgs2,2474067.642,2476620.194,4000000,1188.503,trunk
mr2,mre3,2477780.557,2479280.557,15000000,0.076,low_ul
mre3,mr2,2477780.557,2479280.557,1000000,0.076,low_dl
mgs1,mre3,2498923.118,2513323.118,1000000,1188.342,trunk
mre3,mgs1,2498923.118,2513323.118,4000000,1188.342,trunk
mr1,mre3,2504679.212,2506179.212,15000000,0.076,low_ul
mre3,mr1,2504679.212,2506179.212,1000000,0.076,low_dl
mr2,mre2,2510060.847,2510597.891,15000000,0.053,low_ul
mre2,mr2,2510060.847,2510597.891,1000000,0.053,low_dl
mr2,mre3,2521397.891,2522897.891,15000000,0.076,low_ul
mre3,mr2,2521397.891,2522897.891,1000000,0.076,low_dl
mgs2,mre2,2535885.142,2538643.805,1000000,1188.059,trunk
mre2,mgs2,2535885.142,2538643.805,4000000,1188.059,trunk
mr1,mre3,2540901.676,2542401.676,15000000,0.076,low_ul
mre3,mr1,2540901.676,2542401.676,1000000,0.076,low_dl
mgs2,mre2,2541153.393,2545352.102,1000000,1188.031,trunk
mre2,mgs2,2541153.393,2545352.102,4000000,1188.031,trunk
mgs2,mre2,2547861.967,2552060.398,1000000,1187.982,trunk
mre2,mgs2,2547861.967,2552060.398,4000000,1187.982,trunk
mr2,mre3,2552704.204,2554204.204,15000000,0.076,low_ul
mre3,mr2,2552704.204,2554204.204,1000000,0.076,low_dl
mgs2,mre2,2554570.539,2558768.694,1000000,1187.935,trunk
mre2,mgs2,2554570.539,2558768.694,4000000,1187.935,trunk
mr1,mre1,2559451.827,2559790.422,15000000,0.054,low_ul
mre1,mr1,2559451.827,2559790.422,1000000,0.054,low_dl
mr1,mre3,2579866.231,2581366.231,15000000,0.076,low_ul
mre3,mr1,2579866.231,2581366.231,1000000,0.076,low_dl
mgs1,mre3,2585308.026,2592000.000,1000000,1187.738,trunk
mre3,mgs1,2585308.026,2592000.000,4000000,1187.738,trunk
mr2,mre3,2589562.273,2591062.273,15000000,0.076,low_ul
mre3,mr2,2589562.273,2591062.273,1000000,0.076,low_dl
